rank,ligand_id,label,score
331,abl1_decoy_005664,0,-0.12
332,abl1_decoy_000972,0,-0.12
333,abl1_decoy_003513,0,-0.12
334,abl1_decoy_003021,0,-0.12
335,abl1_decoy_005400,0,-0.12
336,abl1_decoy_000227,0,-0.12
337,abl1_decoy_008797,0,-0.12
338,abl1_active_000104,1,-0.13
339,abl1_active_000024,1,-0.13
340,abl1_decoy_000898,0,-0.13
341,abl1_decoy_003041,0,-0.13
342,abl1_decoy_007671,0,-0.13
343,abl1_decoy_000326,0,-0.13
344,abl1_decoy_005519,0,-0.13
345,abl1_decoy_004559,0,-0.14
346,abl1_decoy_007860,0,-0.14
347,abl1_decoy_010486,0,-0.14
348,abl1_active_000261,1,-0.14
349,abl1_decoy_005398,0,-0.14
350,abl1_decoy_005510,0,-0.14
351,abl1_decoy_008767,0,-0.14
352,abl1_decoy_010694,0,-0.14
353,abl1_decoy_002726,0,-0.14
354,abl1_decoy_008752,0,-0.14
355,abl1_decoy_008469,0,-0.14
356,abl1_decoy_005066,0,-0.14
357,abl1_decoy_005040,0,-0.14
358,abl1_decoy_006786,0,-0.14
359,abl1_decoy_000344,0,-0.14
360,abl1_active_000101,1,-0.15
361,abl1_decoy_005346,0,-0.15
362,abl1_decoy_005080,0,-0.15
363,abl1_decoy_004241,0,-0.15
364,abl1_decoy_000885,0,-0.15
365,abl1_decoy_003379,0,-0.15
366,abl1_decoy_006918,0,-0.16
367,abl1_decoy_004381,0,-0.16
368,abl1_decoy_000814,0,-0.16
369,abl1_decoy_005249,0,-0.16
370,abl1_decoy_005170,0,-0.16
371,abl1_decoy_004699,0,-0.16
372,abl1_active_000081,1,-0.16
373,abl1_decoy_009360,0,-0.16
374,abl1_decoy_002908,0,-0.16
375,abl1_decoy_002917,0,-0.16
376,abl1_decoy_009893,0,-0.16
377,abl1_decoy_002867,0,-0.16
378,abl1_decoy_004928,0,-0.17
379,abl1_decoy_003456,0,-0.17
380,abl1_decoy_000293,0,-0.17
381,abl1_decoy_010286,0,-0.17
382,abl1_decoy_006831,0,-0.17
383,abl1_decoy_010448,0,-0.17
384,abl1_active_000014,1,-0.17
385,abl1_decoy_005812,0,-0.17
386,abl1_decoy_005947,0,-0.17
387,abl1_active_000103,1,-0.18
388,abl1_decoy_005681,0,-0.18
389,abl1_decoy_000802,0,-0.18
390,abl1_decoy_002859,0,-0.18
391,abl1_active_000032,1,-0.18
392,abl1_decoy_004280,0,-0.18
393,abl1_decoy_000907,0,-0.18
394,abl1_decoy_005553,0,-0.18
395,abl1_decoy_005093,0,-0.18
396,abl1_decoy_005073,0,-0.19
397,abl1_active_000229,1,-0.19
398,abl1_decoy_009427,0,-0.19
399,abl1_decoy_003531,0,-0.19
400,abl1_decoy_000210,0,-0.19
401,abl1_decoy_005212,0,-0.19
402,abl1_decoy_000323,0,-0.19
403,abl1_decoy_010523,0,-0.19
404,abl1_active_000023,1,-0.19
405,abl1_decoy_000320,0,-0.2
406,abl1_decoy_002991,0,-0.2
407,abl1_active_000132,1,-0.2
408,abl1_decoy_004921,0,-0.2
409,abl1_decoy_005069,0,-0.2
410,abl1_decoy_009920,0,-0.2
411,abl1_decoy_008746,0,-0.2
412,abl1_active_000100,1,-0.2
413,abl1_decoy_005477,0,-0.2
414,abl1_decoy_006837,0,-0.2
415,abl1_decoy_006033,0,-0.21
416,abl1_decoy_007688,0,-0.21
417,abl1_decoy_008796,0,-0.21
418,abl1_decoy_010517,0,-0.21
419,abl1_decoy_000319,0,-0.21
420,abl1_decoy_001155,0,-0.21
421,abl1_decoy_002994,0,-0.21
422,abl1_active_000221,1,-0.21
423,abl1_decoy_002899,0,-0.21
424,abl1_decoy_000237,0,-0.21
425,abl1_decoy_004932,0,-0.21
426,abl1_decoy_000328,0,-0.21
427,abl1_decoy_003518,0,-0.22
428,abl1_decoy_008253,0,-0.22
429,abl1_decoy_003506,0,-0.22
430,abl1_active_000247,1,-0.22
431,abl1_decoy_007867,0,-0.22
432,abl1_decoy_000874,0,-0.22
433,abl1_decoy_004079,0,-0.22
434,abl1_decoy_006844,0,-0.22
435,abl1_decoy_005592,0,-0.22
436,abl1_active_000133,1,-0.22
437,abl1_decoy_006883,0,-0.22
438,abl1_decoy_009913,0,-0.23
439,abl1_decoy_005192,0,-0.23
440,abl1_decoy_000507,0,-0.23
441,abl1_decoy_004531,0,-0.23
442,abl1_decoy_005711,0,-0.23
443,abl1_decoy_010724,0,-0.23
444,abl1_active_000260,1,-0.23
445,abl1_decoy_000021,0,-0.23
446,abl1_decoy_005088,0,-0.23
447,abl1_decoy_010768,0,-0.23
448,abl1_decoy_005475,0,-0.23
449,abl1_decoy_008454,0,-0.23
450,abl1_decoy_005552,0,-0.24
451,abl1_decoy_004672,0,-0.24
452,abl1_decoy_005171,0,-0.24
453,abl1_decoy_010479,0,-0.24
454,abl1_decoy_007045,0,-0.24
455,abl1_decoy_004539,0,-0.24
456,abl1_decoy_010432,0,-0.24
457,abl1_decoy_005385,0,-0.24
458,abl1_decoy_003487,0,-0.25
459,abl1_decoy_002976,0,-0.25
460,abl1_decoy_005496,0,-0.25
461,abl1_decoy_005559,0,-0.25
462,abl1_decoy_005218,0,-0.25
463,abl1_decoy_005588,0,-0.25
464,abl1_decoy_000154,0,-0.25
465,abl1_decoy_000174,0,-0.25
466,abl1_decoy_004758,0,-0.25
467,abl1_decoy_005038,0,-0.25
468,abl1_decoy_009384,0,-0.25
469,abl1_decoy_004911,0,-0.26
470,abl1_decoy_000186,0,-0.26
471,abl1_decoy_010319,0,-0.26
472,abl1_decoy_000203,0,-0.26
473,abl1_decoy_009919,0,-0.26
474,abl1_decoy_010443,0,-0.26
475,abl1_decoy_010072,0,-0.26
476,abl1_decoy_008736,0,-0.26
477,abl1_decoy_010704,0,-0.26
478,abl1_decoy_003931,0,-0.26
479,abl1_decoy_005154,0,-0.26
480,abl1_decoy_000176,0,-0.26
481,abl1_decoy_000243,0,-0.27
482,abl1_decoy_003004,0,-0.27
483,abl1_decoy_005742,0,-0.27
484,abl1_decoy_005016,0,-0.27
485,abl1_active_000018,1,-0.27
486,abl1_decoy_000637,0,-0.27
487,abl1_decoy_005686,0,-0.27
488,abl1_decoy_008238,0,-0.28
489,abl1_decoy_004825,0,-0.28
490,abl1_decoy_000415,0,-0.28
491,abl1_decoy_004789,0,-0.28
492,abl1_decoy_008495,0,-0.28
493,abl1_decoy_003490,0,-0.28
494,abl1_decoy_005288,0,-0.28
495,abl1_decoy_004077,0,-0.28
496,abl1_decoy_005758,0,-0.28
497,abl1_decoy_008532,0,-0.28
498,abl1_decoy_005805,0,-0.29
499,abl1_decoy_008559,0,-0.29
500,abl1_decoy_000164,0,-0.29
501,abl1_decoy_005710,0,-0.29
502,abl1_active_000262,1,-0.29
503,abl1_active_000211,1,-0.29
504,abl1_decoy_006788,0,-0.29
505,abl1_decoy_010058,0,-0.29
506,abl1_decoy_010800,0,-0.29
507,abl1_decoy_000238,0,-0.29
508,abl1_decoy_000463,0,-0.29
509,abl1_decoy_004562,0,-0.29
510,abl1_decoy_009797,0,-0.3
511,abl1_decoy_004647,0,-0.3
512,abl1_decoy_004444,0,-0.3
513,abl1_decoy_008785,0,-0.3
514,abl1_decoy_002877,0,-0.3
515,abl1_decoy_005909,0,-0.3
516,abl1_decoy_005087,0,-0.3
517,abl1_decoy_005720,0,-0.3
518,abl1_decoy_010011,0,-0.3
519,abl1_decoy_010494,0,-0.3
520,abl1_decoy_004501,0,-0.3
521,abl1_decoy_000801,0,-0.3
522,abl1_decoy_010326,0,-0.3
523,abl1_active_000025,1,-0.31
524,abl1_decoy_002836,0,-0.31
525,abl1_decoy_006769,0,-0.31
526,abl1_decoy_010312,0,-0.31
527,abl1_decoy_010285,0,-0.31
528,abl1_decoy_004498,0,-0.31
529,abl1_decoy_000252,0,-0.31
530,abl1_decoy_009883,0,-0.31
531,abl1_decoy_004869,0,-0.31
532,abl1_decoy_005807,0,-0.31
533,abl1_decoy_008643,0,-0.31
534,abl1_decoy_008718,0,-0.32
535,abl1_decoy_008248,0,-0.32
536,abl1_decoy_009213,0,-0.32
537,abl1_decoy_000644,0,-0.32
538,abl1_decoy_005765,0,-0.32
539,abl1_decoy_008615,0,-0.32
540,abl1_decoy_010462,0,-0.32
541,abl1_decoy_000974,0,-0.32
542,abl1_decoy_005333,0,-0.32
543,abl1_decoy_006762,0,-0.32
544,abl1_decoy_000171,0,-0.32
545,abl1_decoy_010711,0,-0.32
546,abl1_decoy_000908,0,-0.32
547,abl1_decoy_006828,0,-0.32
548,abl1_decoy_008642,0,-0.33
549,abl1_decoy_004058,0,-0.33
550,abl1_decoy_010316,0,-0.33
551,abl1_decoy_008637,0,-0.33
552,abl1_decoy_000926,0,-0.33
553,abl1_decoy_000155,0,-0.33
554,abl1_decoy_009890,0,-0.34
555,abl1_decoy_008131,0,-0.34
556,abl1_decoy_002721,0,-0.34
557,abl1_decoy_000861,0,-0.34
558,abl1_decoy_005776,0,-0.34
559,abl1_decoy_009906,0,-0.34
560,abl1_decoy_000528,0,-0.34
561,abl1_decoy_005700,0,-0.34
562,abl1_decoy_008743,0,-0.34
563,abl1_decoy_000847,0,-0.34
564,abl1_decoy_000636,0,-0.34
565,abl1_decoy_005056,0,-0.34
566,abl1_decoy_000629,0,-0.34
567,abl1_decoy_006058,0,-0.34
568,abl1_decoy_003544,0,-0.34
569,abl1_decoy_005328,0,-0.34
570,abl1_decoy_005042,0,-0.35
571,abl1_decoy_004227,0,-0.35
572,abl1_decoy_005026,0,-0.35
573,abl1_decoy_000292,0,-0.35
574,abl1_decoy_002933,0,-0.35
575,abl1_decoy_003245,0,-0.35
576,abl1_decoy_010514,0,-0.35
577,abl1_active_000083,1,-0.35
578,abl1_decoy_000641,0,-0.35
579,abl1_decoy_008473,0,-0.35
580,abl1_decoy_004753,0,-0.36
581,abl1_decoy_004695,0,-0.36
582,abl1_decoy_007764,0,-0.36
583,abl1_decoy_005679,0,-0.36
584,abl1_decoy_004856,0,-0.36
585,abl1_decoy_005497,0,-0.36
586,abl1_decoy_005166,0,-0.36
587,abl1_decoy_005161,0,-0.36
588,abl1_decoy_010007,0,-0.36
589,abl1_decoy_000189,0,-0.36
590,abl1_decoy_000646,0,-0.36
591,abl1_decoy_009882,0,-0.36
592,abl1_decoy_001012,0,-0.37
593,abl1_decoy_000405,0,-0.37
594,abl1_decoy_004461,0,-0.37
595,abl1_decoy_000938,0,-0.37
596,abl1_decoy_008524,0,-0.37
597,abl1_decoy_005764,0,-0.37
598,abl1_decoy_005889,0,-0.37
599,abl1_active_000109,1,-0.37
600,abl1_decoy_001124,0,-0.37
601,abl1_decoy_005257,0,-0.37
602,abl1_decoy_000626,0,-0.38
603,abl1_active_000007,1,-0.38
604,abl1_active_000051,1,-0.38
605,abl1_decoy_005744,0,-0.38
606,abl1_decoy_005329,0,-0.38
607,abl1_active_000242,1,-0.38
608,abl1_decoy_002652,0,-0.38
609,abl1_decoy_000903,0,-0.38
610,abl1_decoy_000276,0,-0.38
611,abl1_decoy_006803,0,-0.38
612,abl1_decoy_000017,0,-0.38
613,abl1_decoy_004712,0,-0.38
614,abl1_decoy_007246,0,-0.38
615,abl1_decoy_000510,0,-0.39
616,abl1_decoy_005438,0,-0.39
617,abl1_decoy_004042,0,-0.39
618,abl1_decoy_005491,0,-0.39
619,abl1_decoy_004376,0,-0.39
620,abl1_decoy_004936,0,-0.39
621,abl1_decoy_010830,0,-0.39
622,abl1_decoy_005280,0,-0.39
623,abl1_decoy_002893,0,-0.39
624,abl1_decoy_003917,0,-0.39
625,abl1_decoy_003515,0,-0.4
626,abl1_decoy_005692,0,-0.4
627,abl1_decoy_006830,0,-0.4
628,abl1_decoy_007680,0,-0.4
629,abl1_decoy_005852,0,-0.4
630,abl1_decoy_010429,0,-0.4
631,abl1_decoy_009837,0,-0.4
632,abl1_active_000009,1,-0.4
633,abl1_decoy_005591,0,-0.4
634,abl1_decoy_010530,0,-0.4
635,abl1_decoy_000921,0,-0.4
636,abl1_decoy_003913,0,-0.4
637,abl1_decoy_004792,0,-0.4
638,abl1_decoy_009983,0,-0.4
639,abl1_decoy_000625,0,-0.4
640,abl1_decoy_000015,0,-0.4
641,abl1_decoy_006360,0,-0.4
642,abl1_decoy_004925,0,-0.41
643,abl1_decoy_008717,0,-0.41
644,abl1_decoy_000877,0,-0.41
645,abl1_decoy_010298,0,-0.41
646,abl1_decoy_006408,0,-0.41
647,abl1_decoy_005207,0,-0.41
648,abl1_active_000228,1,-0.41
649,abl1_decoy_006901,0,-0.41
650,abl1_decoy_010394,0,-0.41
651,abl1_decoy_010636,0,-0.41
652,abl1_active_000008,1,-0.41
653,abl1_active_000147,1,-0.42
654,abl1_decoy_005358,0,-0.42
655,abl1_decoy_004948,0,-0.42
656,abl1_decoy_008740,0,-0.42
657,abl1_decoy_008134,0,-0.42
658,abl1_decoy_003511,0,-0.42
659,abl1_decoy_008801,0,-0.42
660,abl1_active_000123,1,-0.42
661,abl1_decoy_008546,0,-0.42
662,abl1_decoy_000304,0,-0.42
663,abl1_decoy_009333,0,-0.42
664,abl1_decoy_001488,0,-0.42
665,abl1_decoy_005017,0,-0.42
666,abl1_decoy_003000,0,-0.42
667,abl1_decoy_008630,0,-0.42
668,abl1_decoy_005672,0,-0.42
669,abl1_decoy_006337,0,-0.42
670,abl1_decoy_004331,0,-0.43
671,abl1_decoy_000539,0,-0.43
672,abl1_decoy_001861,0,-0.43
673,abl1_active_000226,1,-0.43
674,abl1_decoy_000865,0,-0.43
675,abl1_decoy_000157,0,-0.43
676,abl1_decoy_004855,0,-0.43
677,abl1_decoy_002911,0,-0.44
678,abl1_decoy_005683,0,-0.44
679,abl1_decoy_004303,0,-0.44
680,abl1_decoy_000862,0,-0.44
681,abl1_decoy_004499,0,-0.44
682,abl1_decoy_008223,0,-0.44
683,abl1_decoy_004576,0,-0.44
684,abl1_active_000038,1,-0.44
685,abl1_decoy_009910,0,-0.44
686,abl1_decoy_005743,0,-0.44
687,abl1_decoy_002356,0,-0.44
688,abl1_decoy_010445,0,-0.44
689,abl1_decoy_008782,0,-0.44
690,abl1_decoy_010453,0,-0.44
691,abl1_decoy_005356,0,-0.44
692,abl1_decoy_007660,0,-0.45
693,abl1_decoy_003123,0,-0.45
694,abl1_decoy_002922,0,-0.45
695,abl1_decoy_004377,0,-0.45
696,abl1_decoy_010606,0,-0.45
697,abl1_decoy_000112,0,-0.45
698,abl1_decoy_002875,0,-0.45
699,abl1_decoy_008548,0,-0.45
700,abl1_decoy_000911,0,-0.45
701,abl1_decoy_007382,0,-0.45
702,abl1_decoy_005308,0,-0.45
703,abl1_decoy_000931,0,-0.45
704,abl1_decoy_008477,0,-0.45
705,abl1_decoy_001058,0,-0.45
706,abl1_active_000131,1,-0.45
707,abl1_decoy_004469,0,-0.45
708,abl1_decoy_010483,0,-0.45
709,abl1_decoy_009329,0,-0.45
710,abl1_decoy_007733,0,-0.45
711,abl1_decoy_000953,0,-0.45
712,abl1_decoy_000947,0,-0.45
713,abl1_decoy_002853,0,-0.45
714,abl1_decoy_008553,0,-0.46
715,abl1_decoy_005395,0,-0.46
716,abl1_decoy_008783,0,-0.46
717,abl1_decoy_010446,0,-0.46
