complex_name,confidence,label
wee1_decoy_000320,-2.67,0
wee1_decoy_000321,-1.17,0
wee1_decoy_000322,-0.74,0
wee1_decoy_000323,-1.52,0
wee1_decoy_000324,-3.33,0
wee1_decoy_000325,-1.85,0
wee1_decoy_000326,-1.96,0
wee1_decoy_000327,-1.5,0
wee1_decoy_000328,-1.56,0
wee1_decoy_000329,-1.84,0
wee1_decoy_000330,-2.02,0
wee1_decoy_000331,-1.42,0
wee1_decoy_000332,-0.91,0
wee1_decoy_000333,-1.31,0
wee1_decoy_000334,-1.25,0
wee1_decoy_000335,-2.33,0
wee1_decoy_000336,-3.74,0
wee1_decoy_000337,-2.86,0
wee1_decoy_000338,-1.78,0
wee1_decoy_000339,-1.16,0
wee1_decoy_000340,-0.84,0
wee1_decoy_000341,-1.9,0
wee1_decoy_000342,-1.34,0
wee1_decoy_000343,-1.7,0
wee1_decoy_000344,-1.4,0
wee1_decoy_000345,-2.1,0
wee1_decoy_000346,-1.5,0
wee1_decoy_000347,-0.64,0
wee1_decoy_000348,-1.83,0
wee1_decoy_000349,-1.85,0
wee1_decoy_000350,-2.49,0
wee1_decoy_000351,-1.07,0
wee1_decoy_000352,-1.69,0
wee1_decoy_000353,-1.59,0
wee1_decoy_000354,-2.3,0
wee1_decoy_000355,-2.2,0
wee1_decoy_000356,-1.8,0
wee1_decoy_000357,-2.5,0
wee1_decoy_000358,-1.74,0
wee1_decoy_000359,-1.75,0
wee1_decoy_000360,-1.21,0
wee1_decoy_000361,-1.83,0
wee1_decoy_000362,-1.19,0
wee1_decoy_000363,-0.71,0
wee1_decoy_000364,-1.0,0
wee1_decoy_000365,-1.53,0
wee1_decoy_000366,-1.82,0
wee1_decoy_000367,-1.82,0
wee1_decoy_000368,-3.57,0
wee1_decoy_000369,-1.05,0
wee1_decoy_000370,-1.09,0
wee1_decoy_000371,-1.22,0
wee1_decoy_000372,-1.45,0
wee1_decoy_000373,-1.73,0
wee1_decoy_000374,-2.28,0
wee1_decoy_000375,-1.22,0
wee1_decoy_000376,-1.05,0
wee1_decoy_000377,-1.49,0
wee1_decoy_000378,-1.73,0
wee1_decoy_000379,-0.73,0
wee1_decoy_000380,-1.09,0
wee1_decoy_000381,-1.12,0
wee1_decoy_000382,-1.23,0
wee1_decoy_000383,-1.13,0
wee1_decoy_000384,-1.99,0
wee1_decoy_000385,-1.09,0
wee1_decoy_000386,-1.23,0
wee1_decoy_000387,-1.63,0
wee1_decoy_000388,-0.88,0
wee1_decoy_000389,-0.85,0
wee1_decoy_000390,-1.29,0
wee1_decoy_000391,-1.91,0
wee1_decoy_000392,-1.13,0
wee1_decoy_000393,-1.71,0
wee1_decoy_000394,-1.25,0
wee1_decoy_000395,-1.07,0
wee1_decoy_000396,-1.2,0
wee1_decoy_000397,-1.31,0
wee1_decoy_000398,-1.66,0
wee1_decoy_000399,-1.45,0
wee1_decoy_000400,-1.23,0
wee1_decoy_000401,-2.03,0
wee1_decoy_000402,-2.17,0
wee1_decoy_000403,-2.74,0
wee1_decoy_000404,-1.08,0
wee1_decoy_000405,-1.38,0
wee1_decoy_000406,-1.15,0
wee1_decoy_000407,-1.55,0
wee1_decoy_000408,-1.5,0
wee1_decoy_000409,-0.98,0
wee1_decoy_000410,-0.85,0
wee1_decoy_000411,-0.76,0
wee1_decoy_000412,-1.46,0
wee1_decoy_000413,-1.0,0
wee1_decoy_000414,-1.03,0
wee1_decoy_000415,-1.4,0
wee1_decoy_000416,-1.02,0
wee1_decoy_000417,-0.74,0
wee1_decoy_000418,-0.55,0
wee1_decoy_000419,-0.44,0
wee1_decoy_000420,-0.81,0
wee1_decoy_000421,-1.03,0
wee1_decoy_000422,-0.76,0
wee1_decoy_000423,-1.48,0
wee1_decoy_000424,-0.9,0
wee1_decoy_000425,-1.2,0
wee1_decoy_000426,-1.37,0
wee1_decoy_000427,-0.32,0
wee1_decoy_000428,-2.43,0
wee1_decoy_000429,-1.61,0
wee1_decoy_000430,-0.61,0
wee1_decoy_000431,-1.42,0
wee1_decoy_000432,-0.49,0
wee1_decoy_000433,-3.36,0
wee1_decoy_000434,-0.58,0
wee1_decoy_000435,-2.08,0
wee1_decoy_000436,-2.82,0
wee1_decoy_000437,-1.66,0
wee1_decoy_000438,-0.62,0
wee1_decoy_000439,-1.6,0
wee1_decoy_000440,-0.42,0
wee1_decoy_000441,-1.25,0
wee1_decoy_000442,-1.28,0
wee1_decoy_000443,-0.84,0
wee1_decoy_000444,-1.35,0
wee1_decoy_000445,-0.75,0
wee1_decoy_000446,-1.64,0
wee1_decoy_000447,-1.32,0
wee1_decoy_000448,-1.48,0
wee1_decoy_000449,-1.13,0
wee1_decoy_000450,-1.31,0
wee1_decoy_000451,-1.47,0
wee1_decoy_000452,-1.65,0
wee1_decoy_000453,-1.97,0
wee1_decoy_000454,-1.13,0
wee1_decoy_000455,-0.61,0
wee1_decoy_000456,-0.55,0
wee1_decoy_000457,-3.23,0
wee1_decoy_000458,-3.16,0
wee1_decoy_000459,-0.07,0
wee1_decoy_000460,-1.97,0
wee1_decoy_000461,-1.15,0
wee1_decoy_000462,-1.05,0
wee1_decoy_000463,-0.39,0
wee1_decoy_000464,-0.49,0
wee1_decoy_000465,-0.66,0
wee1_decoy_000466,-1.57,0
wee1_decoy_000467,-0.49,0
wee1_decoy_000468,-0.99,0
wee1_decoy_000469,-1.3,0
wee1_decoy_000470,-3.09,0
wee1_decoy_000471,-0.98,0
wee1_decoy_000472,-0.89,0
wee1_decoy_000473,-1.56,0
wee1_decoy_000474,-1.54,0
wee1_decoy_000475,-0.25,0
wee1_decoy_000476,-1.92,0
wee1_decoy_000477,-1.52,0
wee1_decoy_000478,-0.58,0
wee1_decoy_000479,-0.75,0
wee1_decoy_000480,-0.51,0
wee1_decoy_000481,-0.91,0
wee1_decoy_000482,-2.23,0
wee1_decoy_000483,-1.04,0
wee1_decoy_000484,-1.52,0
wee1_decoy_000485,-1.39,0
wee1_decoy_000486,-1.66,0
wee1_decoy_000487,-0.11,0
wee1_decoy_000488,-1.73,0
wee1_decoy_000489,-1.79,0
wee1_decoy_000490,-0.77,0
wee1_decoy_000491,-0.75,0
wee1_decoy_000492,-1.33,0
wee1_decoy_000493,-1.33,0
wee1_decoy_000494,-0.81,0
wee1_decoy_000495,-1.41,0
wee1_decoy_000496,-1.26,0
wee1_decoy_000497,-1.44,0
wee1_decoy_000498,-1.12,0
wee1_decoy_000499,-1.3,0
wee1_decoy_000500,-0.32,0
wee1_decoy_000501,-1.17,0
wee1_decoy_000502,-1.03,0
wee1_decoy_000503,-1.6,0
wee1_decoy_000504,-0.91,0
wee1_decoy_000505,-0.22,0
wee1_decoy_000506,-0.09,0
wee1_decoy_000507,-0.6,0
wee1_decoy_000508,-2.18,0
wee1_decoy_000509,-1.87,0
wee1_decoy_000510,-0.5,0
wee1_decoy_000511,-0.73,0
wee1_decoy_000512,-1.26,0
wee1_decoy_000513,-0.89,0
wee1_decoy_000514,-0.53,0
wee1_decoy_000515,-1.3,0
wee1_decoy_000516,-3.01,0
wee1_decoy_000517,-1.83,0
wee1_decoy_000518,-1.13,0
wee1_decoy_000519,-0.85,0
wee1_decoy_000520,-1.07,0
wee1_decoy_000521,-1.52,0
wee1_decoy_000522,-1.27,0
wee1_decoy_000523,-0.99,0
wee1_decoy_000524,-2.17,0
wee1_decoy_000525,-1.49,0
wee1_decoy_000526,-1.62,0
wee1_decoy_000527,-2.71,0
wee1_decoy_000528,-1.22,0
wee1_decoy_000529,-0.84,0
wee1_decoy_000530,-1.02,0
wee1_decoy_000531,-1.33,0
wee1_decoy_000532,-1.99,0
wee1_decoy_000533,-0.89,0
wee1_decoy_000534,-1.37,0
wee1_decoy_000535,-1.93,0
wee1_decoy_000536,-1.2,0
wee1_decoy_000537,-1.07,0
wee1_decoy_000538,-2.39,0
wee1_decoy_000539,-1.63,0
wee1_decoy_000540,-0.98,0
wee1_decoy_000541,-1.66,0
wee1_decoy_000542,-1.26,0
wee1_decoy_000543,-1.77,0
wee1_decoy_000544,-1.2,0
wee1_decoy_000545,-0.12,0
wee1_decoy_000546,-1.44,0
wee1_decoy_000547,-0.45,0
wee1_decoy_000548,-0.58,0
wee1_decoy_000549,-0.7,0
wee1_decoy_000550,-2.56,0
wee1_decoy_000551,-0.75,0
wee1_decoy_000552,-1.27,0
wee1_decoy_000553,-1.25,0
wee1_decoy_000554,-0.93,0
wee1_decoy_000555,-1.46,0
wee1_decoy_000556,-1.07,0
wee1_decoy_000557,-0.39,0
wee1_decoy_000558,-1.54,0
wee1_decoy_000559,-1.07,0
wee1_decoy_000560,-0.32,0
wee1_decoy_000561,-0.84,0
wee1_decoy_000562,-0.72,0
wee1_decoy_000563,-1.65,0
wee1_decoy_000564,-2.29,0
wee1_decoy_000565,-1.65,0
wee1_decoy_000566,-1.48,0
wee1_decoy_000567,-2.67,0
wee1_decoy_000568,-3.05,0
wee1_decoy_000569,-1.35,0
wee1_decoy_000570,-1.79,0
wee1_decoy_000571,-2.75,0
wee1_decoy_000572,-1.57,0
wee1_decoy_000573,-2.74,0
wee1_decoy_000574,-1.81,0
wee1_decoy_000575,-0.47,0
wee1_decoy_000576,-1.6,0
wee1_decoy_000577,-1.81,0
wee1_decoy_000578,-0.44,0
wee1_decoy_000579,-0.85,0
wee1_decoy_000580,-1.01,0
wee1_decoy_000581,-0.58,0
wee1_decoy_000582,-1.35,0
wee1_decoy_000583,-1.75,0
wee1_decoy_000584,-1.64,0
wee1_decoy_000585,-0.89,0
wee1_decoy_000586,-1.74,0
wee1_decoy_000587,-1.59,0
wee1_decoy_000588,-1.75,0
wee1_decoy_000589,-1.11,0
wee1_decoy_000590,-3.43,0
wee1_decoy_000591,-1.85,0
wee1_decoy_000592,-1.75,0
wee1_decoy_000593,-1.1,0
wee1_decoy_000594,-2.51,0
wee1_decoy_000595,-0.99,0
wee1_decoy_000596,-1.18,0
wee1_decoy_000597,-2.26,0
wee1_decoy_000598,-1.74,0
wee1_decoy_000599,-1.24,0
wee1_decoy_000600,-1.6,0
wee1_decoy_000601,-1.85,0
wee1_decoy_000602,-0.68,0
wee1_decoy_000603,-1.66,0
wee1_decoy_000604,-0.85,0
wee1_decoy_000605,-1.2,0
wee1_decoy_000606,-1.52,0
wee1_decoy_000607,-1.72,0
wee1_decoy_000608,-1.45,0
wee1_decoy_000609,-1.43,0
wee1_decoy_000610,-2.64,0
wee1_decoy_000611,-1.7,0
wee1_decoy_000612,-1.96,0
wee1_decoy_000613,-4.23,0
wee1_decoy_000614,-0.97,0
wee1_decoy_000615,-1.39,0
wee1_decoy_000616,-0.57,0
wee1_decoy_000617,-1.81,0
wee1_decoy_000618,-1.17,0
wee1_decoy_000619,-0.58,0
wee1_decoy_000620,-0.97,0
wee1_decoy_000621,-2.52,0
wee1_decoy_000622,-0.65,0
wee1_decoy_000623,-1.34,0
wee1_decoy_000624,-2.62,0
wee1_decoy_000625,-0.93,0
wee1_decoy_000626,-1.23,0
wee1_decoy_000627,-1.71,0
wee1_decoy_000628,-1.74,0
wee1_decoy_000629,-0.97,0
wee1_decoy_000630,-1.49,0
wee1_decoy_000631,-3.12,0
wee1_decoy_000632,-1.56,0
wee1_decoy_000633,-2.59,0
wee1_decoy_000634,-1.51,0
wee1_decoy_000635,-1.01,0
wee1_decoy_000636,-1.71,0
wee1_decoy_000637,-1.5,0
wee1_decoy_000638,-0.42,0
wee1_decoy_000639,-1.22,0
wee1_decoy_000640,-1.16,0
wee1_decoy_000641,-0.8,0
wee1_decoy_000642,-2.66,0
wee1_decoy_000643,-1.12,0
wee1_decoy_000644,-0.71,0
wee1_decoy_000645,-2.3,0
wee1_decoy_000646,-1.18,0
wee1_decoy_000647,-1.55,0
wee1_decoy_000648,-1.29,0
wee1_decoy_000649,-1.16,0
wee1_decoy_000650,-1.35,0
wee1_decoy_000651,-2.11,0
wee1_decoy_000652,-0.88,0
wee1_decoy_000653,-1.67,0
wee1_decoy_000654,-1.24,0
wee1_decoy_000655,-1.21,0
wee1_decoy_000656,-1.25,0
wee1_decoy_000657,-1.51,0
wee1_decoy_000658,-1.44,0
wee1_decoy_000659,-1.32,0
wee1_decoy_000660,-1.08,0
wee1_decoy_000661,-1.28,0
wee1_decoy_000662,-0.99,0
wee1_decoy_000663,-1.02,0
wee1_decoy_000664,-0.77,0
wee1_decoy_000665,-0.71,0
wee1_decoy_000666,-1.2,0
wee1_decoy_000667,-0.76,0
wee1_decoy_000668,-2.33,0
wee1_decoy_000669,-2.04,0
wee1_decoy_000670,-0.97,0
wee1_decoy_000671,-2.07,0
wee1_decoy_000672,-2.14,0
wee1_decoy_000673,-2.57,0
wee1_decoy_000674,-0.92,0
wee1_decoy_000675,-1.71,0
wee1_decoy_000676,-1.81,0
wee1_decoy_000677,-0.82,0
wee1_decoy_000678,-0.7,0
wee1_decoy_000679,-2.45,0
wee1_decoy_000680,-1.19,0
wee1_decoy_000681,-1.06,0
wee1_decoy_000682,-0.86,0
wee1_decoy_000683,-2.1,0
wee1_decoy_000684,-1.22,0
wee1_decoy_000685,-0.83,0
wee1_decoy_000686,-2.67,0
wee1_decoy_000687,-1.77,0
wee1_decoy_000688,-0.88,0
wee1_decoy_000689,-0.85,0
wee1_decoy_000690,-1.41,0
wee1_decoy_000691,-3.21,0
wee1_decoy_000692,-0.96,0
wee1_decoy_000693,-1.07,0
wee1_decoy_000694,-0.8,0
wee1_decoy_000695,-1.47,0
wee1_decoy_000696,-2.61,0
wee1_decoy_000697,-2.03,0
wee1_decoy_000698,-1.75,0
wee1_decoy_000699,-1.49,0
wee1_decoy_000700,-1.18,0
wee1_decoy_000701,-1.3,0
wee1_decoy_000702,-0.85,0
wee1_decoy_000703,-1.24,0
wee1_decoy_000704,-1.77,0
wee1_decoy_000705,-1.72,0
wee1_decoy_000706,-1.52,0
wee1_decoy_000707,-0.41,0
wee1_decoy_000708,-4.08,0
wee1_decoy_000709,-0.71,0
wee1_decoy_000710,-2.06,0
wee1_decoy_000711,-0.75,0
wee1_decoy_000712,-2.71,0
wee1_decoy_000713,-2.56,0
wee1_decoy_000714,-1.34,0
wee1_decoy_000715,-1.86,0
wee1_decoy_000716,-1.33,0
wee1_decoy_000717,-1.85,0
wee1_decoy_000718,-1.15,0
wee1_decoy_000719,-1.17,0
wee1_decoy_000720,-2.22,0
wee1_decoy_000721,-1.84,0
wee1_decoy_000722,-3.17,0
wee1_decoy_000723,-1.51,0
wee1_decoy_000724,-0.97,0
wee1_decoy_000725,-1.66,0
wee1_decoy_000726,-1.55,0
wee1_decoy_000727,-1.09,0
wee1_decoy_000728,-1.86,0
wee1_decoy_000729,-2.03,0
wee1_decoy_000730,-1.46,0
wee1_decoy_000731,-1.75,0
wee1_decoy_000732,-3.4,0
wee1_decoy_000733,-0.7,0
wee1_decoy_000734,-1.96,0
wee1_decoy_000735,-2.13,0
wee1_decoy_000736,-1.87,0
wee1_decoy_000737,-1.69,0
wee1_decoy_000738,-1.82,0
wee1_decoy_000739,-2.52,0
wee1_decoy_000740,-1.24,0
wee1_decoy_000741,-0.91,0
wee1_decoy_000742,-2.61,0
wee1_decoy_000743,-1.53,0
wee1_decoy_000744,-1.44,0
wee1_decoy_000745,-1.83,0
wee1_decoy_000746,-1.45,0
wee1_decoy_000747,-1.27,0
wee1_decoy_000748,-1.68,0
wee1_decoy_000749,-0.87,0
wee1_decoy_000750,-1.53,0
wee1_decoy_000751,-1.11,0
wee1_decoy_000752,-0.58,0
wee1_decoy_000753,-1.21,0
wee1_decoy_000754,-1.22,0
wee1_decoy_000755,-0.51,0
wee1_decoy_000756,-1.56,0
wee1_decoy_000757,-0.92,0
wee1_decoy_000758,-0.72,0
wee1_decoy_000759,-1.75,0
wee1_decoy_000760,-2.02,0
wee1_decoy_000761,-0.65,0
wee1_decoy_000762,-1.74,0
wee1_decoy_000763,-1.28,0
wee1_decoy_000764,-1.53,0
wee1_decoy_000765,-1.26,0
wee1_decoy_000766,-0.67,0
wee1_decoy_000767,-1.24,0
wee1_decoy_000768,-0.96,0
wee1_decoy_000769,-0.7,0
wee1_decoy_000770,-1.3,0
wee1_decoy_000771,-1.92,0
wee1_decoy_000772,-0.76,0
wee1_decoy_000773,-1.2,0
wee1_decoy_000774,-1.74,0
wee1_decoy_000775,-2.76,0
wee1_decoy_000776,-1.39,0
