complex_name,protein_path,protein_sequence,ligand_description
abl1_decoy_000011,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]OC([H])([H])[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])c1nn([H])c(=O)c2c([H])c([H])c([H])c([H])c12)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
abl1_decoy_000012,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(C(=O)O[C@@]([H])(C(=O)N([H])c2c([H])c([H])c(C(=O)N([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c2c1S[C@@]([H])(C([H])([H])[H])C(=O)N2[H]
abl1_decoy_000013,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(-n2c(C([H])([H])N3C(=O)N(N([H])[H])[C@]([H])(c4c([H])c([H])c([H])c([H])c4[H])N3[H])nn([H])c2=S)c([H])c1[H]
abl1_decoy_000014,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1oc(C([H])([H])[H])c(C(=O)N([H])N([H])C(=O)N([H])C([H])([H])C(=O)N([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H]
abl1_decoy_000015,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])N([H])C(=O)c2nc([H])c([H])c([H])c2[H])c(N([H])[H])c(N2c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])n1
abl1_decoy_000016,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)N([H])[C@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H])[C@]([H])(O[H])c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H]
abl1_decoy_000017,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]OC([H])([H])[C@]1([H])O[C@](Oc2c([H])c([H])c3c(C([H])([H])[H])c([H])c(=O)oc3c2[H])(C([H])([H])[H])[C@](O[H])(C([H])([H])[H])[C@](O[H])(C([H])([H])[H])[C@]1(O[H])C([H])([H])[H]
abl1_decoy_000018,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]OC([H])([H])[C@]1([H])O[C@](Oc2c([H])c([H])c3c(C([H])([H])[H])c([H])c(=O)oc3c2[H])(C([H])([H])[H])[C@](O[H])(C([H])([H])[H])[C@@](O[H])(C([H])([H])[H])[C@]1(O[H])C([H])([H])[H]
abl1_decoy_000019,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N(C(=O)N([H])C([H])([H])C([H])([H])c1nnc2n1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N([H])C(=S)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
abl1_decoy_000020,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)[C@]([H])(N([H])C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(N2C(=O)C([H])([H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]
abl1_decoy_000021,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])C([H])([H])N([H])C(=O)N([H])N([H])C(=O)c1c([H])c(Br)c([H])n1[H]
abl1_decoy_000022,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(C(=O)N([H])N([H])C(=O)C([H])([H])[C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])oc(S(=O)(=O)N([H])[H])c1[H]
abl1_decoy_000023,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@@]([H])(N([H])C(=O)N([H])C([H])([H])[C@@]([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c(S(=O)(=O)N([H])[H])c1[H]
abl1_decoy_000024,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N([H])C(=O)[C@@]1([H])OC([H])([H])C([H])([H])N([C@]([H])(C(=O)N([H])C(=O)N([H])[C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])C([H])([H])[H])C1([H])[H]
abl1_decoy_000025,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N([H])C(=O)[C@]1([H])OC([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C(=O)N([H])[C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])C1([H])[H]
abl1_decoy_000026,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(O[C@@]([H])(C(=O)N([H])N([H])C(=O)C(N([H])C(=O)N([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H]
abl1_decoy_000027,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C3(OC([H])([H])C([H])([H])O3)C([H])([H])C1([H])[H])N([H])C(=O)N([H])[H])c([H])n2[H]
abl1_decoy_000028,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(C([H])([H])[H])sc([C@@]2([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(N([H])[H])Oc3c2c(=O)n([H])c(=O)n3[H])c1[H]
abl1_decoy_000029,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N([H])C(=O)N([H])C(=O)[C@]([H])(OC(=O)c1c(N([H])C(=O)C([H])([H])[H])sc2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H]
abl1_decoy_000030,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(S(=O)(=O)N([H])C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])n([H])c(=O)n2[H]
abl1_decoy_000031,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(=O)N([H])N([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
abl1_decoy_000032,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N([H])C1=C(/C(=N\OC([H])([H])C(=O)N(C([H])([H])C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N([H])[H])C(=O)N(C([H])([H])[H])C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
abl1_decoy_000033,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N([H])C1=C(/C(=N\OC([H])([H])C(=O)N2C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H])N([H])[H])C(=O)N(C([H])([H])[H])C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
abl1_decoy_000034,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nn([H])c([H])c1N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])N([H])C(=O)[C@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C3([H])[H])C1([H])[H])C2([H])[H]
abl1_decoy_000035,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(C(=O)N([H])N([H])C(=O)N([H])C1([H])C([H])([H])C1([H])[H])=C(/[H])c1c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
abl1_decoy_000036,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)[C@]([H])(N([H])c2c([H])c(C#N)c([H])c([H])c2OC([H])([H])[H])C([H])([H])[H])c([H])c(S(=O)(=O)N([H])[H])c1[H]
abl1_decoy_000037,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c(C(=O)N([H])N([H])C(=O)N([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c1F
abl1_decoy_000038,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N(C(=O)c1c(Br)c(C2([H])C([H])([H])C2([H])[H])nn1[H])N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H]
abl1_decoy_000039,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c1N([H])C(=O)C([H])([H])C2([H])[H]
abl1_decoy_000040,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])[C@]([H])(C(=O)N([H])N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]
abl1_decoy_000041,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nn(-c2c([H])c([H])c(C(=O)N([H])C([H])([H])c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])n([H])c3=O)c([H])c2[H])c(N([H])[H])c1C#N
abl1_decoy_000042,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(F)c(N([H])C(=O)c2c([H])c(F)c([H])c([N+](=O)[O-])c2N([H])[H])c([H])c(N([H])C(=O)C([H])([H])[H])c1F
abl1_decoy_000043,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)C([H])([H])c2c(C([H])([H])[H])nc3c([H])c(=O)n([H])n3c2C([H])([H])[H])c(C(=O)N([H])[H])c(C([H])([H])[H])c1[H]
abl1_decoy_000044,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N(C(=O)C1(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])c1nn([H])c(=S)n1C([H])(C([H])([H])[H])C([H])([H])[H]
abl1_decoy_000045,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]N(C(=O)N([H])C1(C(=O)N([H])C([H])([H])C([H])([H])c2nn([H])c(=S)n2C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H]
abl1_decoy_000046,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1[C@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
abl1_decoy_000047,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)C([H])([H])N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@]3(C(=O)N([H])C(=O)N3[H])C([H])([H])C2([H])[H])c([H])c(F)c1F
abl1_decoy_000048,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N2C(=O)OC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)[C@]([H])(N([H])C(=O)N([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1F
abl1_decoy_000049,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N2C(=O)OC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)[C@@]([H])(N([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1F
abl1_decoy_000050,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1sc(C(=O)N([H])N([H])C(=O)N([H])[C@]([H])(c2c([H])c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])[H])c2[H])C([H])([H])[H])c(C([H])([H])[H])c1[H]
abl1_decoy_000051,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([C@]([H])(c2c([H])c(Br)c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])N([H])c2c([H])c([H])c([H])c([H])[n+]2[H])c([H])c([H])c2c([H])c([H])c([H])nc12
abl1_decoy_000052,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N2C(=O)[C@@]3([H])[C@@]([H])(C2=O)[C@@]2(C(=O)N([H])c4c(C([H])([H])[H])c(C([H])([H])[H])c([H])c([H])c42)[N+]([H])([H])[C@@]3([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
abl1_decoy_000053,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N2C(=O)[C@@]3([H])[C@@]([H])(C2=O)[C@]2(C(=O)N([H])c4c(C([H])([H])[H])c(C([H])([H])[H])c([H])c([H])c42)[N+]([H])([H])[C@]3([H])C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
abl1_decoy_000054,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(S[C@@]([H])(C(=O)N([H])c2c([H])c([H])c([H])c(S(=O)(=O)N([H])C3=[N+]([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
abl1_decoy_000055,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(Br)sc(S(=O)(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]2([H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
abl1_decoy_000056,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c(N([H])C(=O)C(=O)N([H])C([H])([H])[C@]([H])(c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])[N@@+]2([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])c1[H]
abl1_decoy_000057,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@]1([H])[C@]2(c3c([H])c([H])c([H])c([H])c3[C@@]1([H])N([H])C(=O)C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])/C(=C(\[H])c1oc([H])c([H])c1[H])C([H])([H])[H])C([H])([H])C2([H])[H]
abl1_decoy_000058,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])[C@@]2([H])[C@@]3([H])C(=O)N(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(=O)[C@@]3([H])[C@]3(C(=O)N([H])c4c(C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c43)[N+]2([H])[H])c([H])c1[H]
abl1_decoy_000059,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N2C(=O)[C@@]3([H])[C@@]([H])(C2=O)[C@]2(C(=O)N([H])c4c([H])c([H])c(C([H])([H])[H])c([H])c42)[N+]([H])([H])[C@@]3([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
abl1_decoy_000060,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1sc([C@@]([H])(C([H])([H])N([H])C(=O)c2c([H])c([H])c(N([H])S(=O)(=O)c3sc([H])c([H])c3[H])c([H])c2[H])[N@+]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
abl1_decoy_000061,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nn(-c2c([H])c([H])c(N([H])C(=S)N([H])C([H])([H])[C@@]3([H])C([H])([H])[C@]4([H])C([H])([H])C([H])([H])[N@@+]3([H])C([H])([H])[C@]4([H])C([H])([H])N3C([H])([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
abl1_decoy_000062,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@@]1([H])[C@@]([H])([C@@]([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])c3sc(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[n+]([H])c3[C@@]([H])(C([H])([H])[H])[C@@]21[H]
abl1_decoy_000063,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]OC([H])([H])[C@@]1([H])C([H])([H])N(c2nc3c([H])c4c(c([H])c3c([H])c2C([H])([H])[N+]([H])([H])C([H])([H])c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])OC([H])([H])O4)C([H])([H])C([H])([H])C1([H])[H]
abl1_decoy_000064,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c([C@]([H])(C([H])([H])N([H])C(=O)[C@@]([H])(SC([H])([H])c2nc3sc(C([H])([H])[H])c(C([H])([H])[H])c3c(=O)n2[H])C([H])([H])[H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
abl1_decoy_000065,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c(Br)c([H])c1[C@@]1([H])C([H])([H])C(c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)=N[C@@]([H])(c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])[N+]1([H])[H]
abl1_decoy_000066,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=N\N([H])C(=O)C([H])([H])S[C@]1([H])N([H])c2c([H])c([H])c([H])c([H])c2N1C([H])([H])c1c([H])c([H])c([H])c([H])c1Cl)C1=c2c([H])c([H])c([H])c([H])c2=[N+]([H])C1([H])[H]
abl1_decoy_000067,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(O[C@]([H])(C(=O)N2C([H])([H])C3(C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])[C@]([H])(C(=O)N([H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
abl1_decoy_000068,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])O[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])C(=O)[C@]2([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C23C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])c([H])c1[H]
abl1_decoy_000069,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(Cl)c(C(=O)N2C([H])([H])C3(C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])C2([H])[H])c(Cl)c1[H]
abl1_decoy_000070,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(O[C@@]([H])(C(=O)N2C([H])([H])C3(C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])[C@]([H])(C(=O)N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]3([H])C([H])([H])[H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
