complex_name,protein_path,protein_sequence,ligand_description
abl1_active_000011,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c([C@@]([H])(Br)C([H])([H])n2nc([H])c3c(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nc(SC([H])([H])[H])nc32)c([H])c1[H]
abl1_active_000012,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])[H])nc2c1C([H])([H])N(c1c([H])c(N([H])C(=O)c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])c([H])c([H])c1C([H])([H])[H])C(=O)N2C([H])([H])[H]
abl1_active_000013,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2F)c2c([H])nn(C([H])([H])[C@@]([H])(Cl)c3c([H])c([H])c(F)c([H])c3[H])c2n1
abl1_active_000014,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2F)c2c([H])nn(C([H])([H])[C@]([H])(Cl)c3c([H])c([H])c(F)c([H])c3[H])c2n1
abl1_active_000015,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(N([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2c(-c3nc4c([H])c(N5C([H])([H])C([H])([H])C([H])([N+]6([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C6([H])[H])C([H])([H])C5([H])[H])c([H])c([H])c4n3[H])nn([H])c2c1[H]
abl1_active_000016,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(N2C([H])([H])C([H])([H])C([H])([N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c2c(nc(-c3nn([H])c4c([H])c([H])c(N([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c34)n2[H])c1[H]
abl1_active_000017,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C(/[H])n1c([H])nc2c(N([H])c3c([H])c([H])c(P(=O)(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc21)c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
abl1_active_000018,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c3c(-c4nc5c([H])c(N6C([H])([H])C([H])([H])C([H])([N+]7([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C7([H])[H])C([H])([H])C6([H])[H])c([H])c([H])c5n4[H])nn([H])c3c2[H])c([H])c1[H]
abl1_active_000019,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c3c(-c4nc5c([H])c([H])c(N6C([H])([H])C([H])([H])C([H])([N+]7([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C7([H])[H])C([H])([H])C6([H])[H])c([H])c5n4[H])nn([H])c3c2[H])c([H])c1[H]
abl1_active_000020,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N([H])C(=O)c3c([H])c([H])nc([H])c3[H])c2[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H]
abl1_active_000021,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c([H])c([H])c([H])c([H])n2c1C#Cc1c([H])c(C(=O)N([H])c2c([H])c([H])c(O[C@]3([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c(C(F)(F)F)c2[H])c([H])c([H])c1C([H])([H])[H]
abl1_active_000022,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c([H])c(Br)c([H])c2F)c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[C@]3([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c2n1
abl1_active_000023,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c([H])c(-c3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3[H])sc2c(N([H])c2c([H])c(OC([H])([H])[H])c(Cl)c([H])c2Cl)c1C#N
abl1_active_000024,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c([H])c(-c3c([H])c([H])c(C([H])([H])[N+]4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3[H])sc2c(N([H])c2c([H])c(OC([H])([H])[H])c(Cl)c([H])c2Cl)c1C#N
abl1_active_000025,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc2c1C([H])([H])N=C(c1c(F)c([H])c([H])c([H])c1F)c1c([H])c(Cl)c([H])c([H])c1-2
abl1_active_000026,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc2c1C([H])([H])[N+]([H])=C(c1c(F)c([H])c([H])c([H])c1F)c1c([H])c(Cl)c([H])c([H])c1-2
abl1_active_000027,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c2C([H])([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H]
abl1_active_000028,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc([H])c(-c2nc(N([H])c3c([H])c(N([H])C(=O)c4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])nc([H])c2[H])c([H])n1
abl1_active_000029,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc([H])c(-c2nc(N([H])c3c([H])c(N([H])C(=O)c4c([H])c([H])c(C([H])([H])[N+]5([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])nc([H])c2[H])c([H])n1
abl1_active_000030,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)c3c([H])c([H])c(N=NN(C([H])([H])[H])C([H])([H])[H])c(C(F)(F)F)c3[H])c([H])c([H])c2C([H])([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H]
abl1_active_000031,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)c3c([H])c([H])c(/N=N/N(C([H])([H])[H])C([H])([H])[H])c(C(F)(F)F)c3[H])c([H])c([H])c2C([H])([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H]
abl1_active_000032,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@]([H])(Cl)C([H])([H])n2nc([H])c3c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc(SC([H])([H])[H])nc32)c([H])c([H])c1F
abl1_active_000033,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@@]([H])(Cl)C([H])([H])n2nc([H])c3c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc(SC([H])([H])[H])nc32)c([H])c([H])c1F
abl1_active_000034,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2[C@]1([H])O[C@@]5(C([H])([H])[H])[C@]([H])(OC([H])([H])[H])[C@]([H])([N+]([H])([H])C([H])([H])[H])C1([H])[H])C([H])([H])N([H])C3=O
abl1_active_000035,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2[C@]1([H])O[C@@]5(C([H])([H])[H])[C@]([H])(OC([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C1([H])[H])C([H])([H])N([H])C3=O
abl1_active_000036,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1[H])c1nc(N([H])c2c([H])c(C([H])([H])[H])nn2[H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])n1
abl1_active_000037,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C(/[H])c1nc(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c(N([H])c2c([H])c(C([H])([H])[H])nn2[H])[n+]1[H])c1c([H])c([H])c([H])c([H])c1[H]
abl1_active_000038,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C(/[H])c1nc(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c(N([H])c2nn([H])c(C([H])([H])[H])c2[H])[n+]1[H])c1c([H])c([H])c([H])c([H])c1[H]
abl1_active_000039,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1[H])c1nc(N([H])c2nn([H])c(C([H])([H])[H])c2[H])c([H])c(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])n1
abl1_active_000040,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(C(=O)N([H])c2nnc(SC([H])([H])c3c([H])c([H])c(F)c([H])c3[H])s2)c([H])c([H])c1F
abl1_active_000041,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c(Cl)c([H])c3[H])nn(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2n1
abl1_active_000042,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c([C@]([H])(Cl)C([H])([H])n2nc([H])c3c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc(N(C([H])([H])[H])C([H])([H])[H])nc32)c([H])c1[H]
abl1_active_000043,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c([C@@]([H])(Cl)C([H])([H])n2nc([H])c3c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc(N(C([H])([H])[H])C([H])([H])[H])nc32)c([H])c1[H]
abl1_active_000044,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])c1nnc2c([H])c(-c3c([H])c([H])c([H])c4c3c([H])c([H])n4[H])c([H])c(C([H])([H])[H])c2n1
abl1_active_000045,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2nnc(N([H])C(=O)c3c([H])c([H])c(I)c([H])c3[H])s2)c([H])c1[H]
abl1_active_000046,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)c3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3[H])c([H])c([H])c2C([H])([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H]
abl1_active_000047,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)c3c([H])c([H])c(C([H])([H])[N+]4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3[H])c([H])c([H])c2C([H])([H])[H])nc(-c2c([H])nc([H])c([H])c2[H])c1[H]
abl1_active_000048,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(-c2nc([H])c(C(F)(F)F)n2[H])c([H])c(Oc2c([H])c([H])c3c(nc(N([H])c4c([H])c([H])c(C(F)(F)F)c([H])c4[H])n3C([H])([H])[H])c2[H])c1[H]
abl1_active_000049,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(-c2nc(C(F)(F)F)c([H])n2[H])c([H])c(Oc2c([H])c([H])c3c(nc(N([H])c4c([H])c([H])c(C(F)(F)F)c([H])c4[H])n3C([H])([H])[H])c2[H])c1[H]
abl1_active_000050,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(Cl)c(-c2c([H])c(C([H])([H])[H])c3nc(N([H])c4c([H])c([H])c(OC([H])([H])C([H])([H])[N+]5([O-])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c([H])c4[H])nnc3c2[H])c(Cl)c1[H]
abl1_active_000051,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@]([H])(C([H])([H])N([H])C(=O)c1c(C([H])([H])[H])c(/C([H])=C2\C(=O)N([H])c3c([H])c([H])c(F)c([H])c32)n([H])c1C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
abl1_active_000052,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@]([H])(C([H])([H])N([H])C(=O)c1c(C([H])([H])[H])c(/C([H])=C2\C(=O)N([H])c3c([H])c([H])c(F)c([H])c32)n([H])c1C([H])([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
abl1_active_000053,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@@]([H])(C([H])([H])N([H])C(=O)c1c(C([H])([H])[H])c(/C([H])=C2\C(=O)N([H])c3c([H])c([H])c(F)c([H])c32)n([H])c1C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
abl1_active_000054,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@@]([H])(C([H])([H])N([H])C(=O)c1c(C([H])([H])[H])c(/C([H])=C2\C(=O)N([H])c3c([H])c([H])c(F)c([H])c32)n([H])c1C([H])([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
abl1_active_000055,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c(c([H])c1C#Cc1c([H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c(C(F)(F)F)c3[H])c([H])c([H])c1C([H])([H])[H])OC([H])([H])C(=O)N2[H]
abl1_active_000056,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c(c([H])c1C#Cc1c([H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])[N+]4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c(C(F)(F)F)c3[H])c([H])c([H])c1C([H])([H])[H])OC([H])([H])C(=O)N2[H]
abl1_active_000057,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2nc([H])c(C#Cc3c([H])c(C(=O)N([H])c4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])n2c([H])c1[H]
abl1_active_000058,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2nc([H])c(C#Cc3c([H])c(C(=O)N([H])c4c([H])c([H])c(C([H])([H])[N+]5([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])n2c([H])c1[H]
abl1_active_000059,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc([H])c2nc([H])c(C#Cc3c([H])c(C(=O)N([H])c4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])n2c1[H]
abl1_active_000060,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc([H])c2nc([H])c(C#Cc3c([H])c(C(=O)N([H])c4c([H])c([H])c(C([H])([H])[N+]5([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])n2c1[H]
abl1_active_000061,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nn2c(C#Cc3c([H])c(C(=O)N([H])c4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])c([H])nc2c([H])c1[H]
abl1_active_000062,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nn2c(C#Cc3c([H])c(C(=O)N([H])c4c([H])c([H])c(C([H])([H])[N+]5([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])[H])c(C(F)(F)F)c4[H])c([H])c([H])c3C([H])([H])[H])c([H])nc2c([H])c1[H]
abl1_active_000063,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c([H])c(-c3c([H])oc(C([H])([H])N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c3[H])c(OC([H])([H])[H])c([H])c2c(N([H])c2c([H])c(OC([H])([H])[H])c(Cl)c([H])c2Cl)c1C#N
abl1_active_000064,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c([H])c(-c3c([H])oc(C([H])([H])[N+]4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c3[H])c(OC([H])([H])[H])c([H])c2c(N([H])c2c([H])c(OC([H])([H])[H])c(Cl)c([H])c2Cl)c1C#N
abl1_active_000065,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c(nc([H])n2[H])c([H])c1C#Cc1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c(C(F)(F)F)c2[H])c([H])c([H])c1C([H])([H])[H]
abl1_active_000066,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c(nc([H])n2[H])c([H])c1C#Cc1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c(C(F)(F)F)c2[H])c([H])c([H])c1C([H])([H])[H]
abl1_active_000067,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c(c([H])c1C#Cc1c([H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c(C(F)(F)F)c3[H])c([H])c([H])c1C([H])([H])[H])n([H])c(=O)n2[H]
abl1_active_000068,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc2c(c([H])c1C#Cc1c([H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])[N+]4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c(C(F)(F)F)c3[H])c([H])c([H])c1C([H])([H])[H])n([H])c(=O)n2[H]
