ligand_id,pose_exists,pocket_in,frac_atoms_within_4A,min_dist_to_pocket_A,clash_count
abl1_active_000212,True,True,1.0,1.0951564545762411,3
abl1_active_000213,True,True,0.875,1.0366332572322772,2
abl1_active_000214,True,True,0.8888888888888888,2.9527856627259617,0
abl1_active_000215,True,True,0.8888888888888888,2.873428560100286,0
abl1_active_000216,True,True,0.8108108108108109,0.680704223580257,5
abl1_active_000217,True,True,0.7837837837837838,1.1972238220149143,3
abl1_active_000218,True,True,0.9142857142857143,0.684528173269736,4
abl1_active_000219,True,True,0.918918918918919,0.44501084256453766,6
abl1_active_000220,True,True,0.8648648648648649,0.6682478207970466,5
abl1_active_000221,True,True,0.7941176470588235,2.5606730013806924,0
abl1_active_000222,True,False,0.0,4.1291010559200405,0
abl1_active_000223,True,True,0.868421052631579,1.620623756459222,3
abl1_active_000224,True,True,0.7894736842105263,1.6415657312456307,2
abl1_active_000225,True,True,0.8285714285714286,2.1447555315233484,0
abl1_active_000226,True,True,0.8285714285714286,2.112123703763584,0
abl1_active_000227,True,True,1.0,0.5732109733771688,6
abl1_active_000228,True,True,0.8823529411764706,2.075311545286635,0
abl1_active_000229,True,True,0.8823529411764706,2.5188550375120817,0
abl1_active_000230,True,True,0.9655172413793104,2.3216464588735297,0
abl1_active_000231,True,True,0.7741935483870968,2.3812405947320814,0
abl1_active_000232,True,True,0.7647058823529411,1.0899138314564145,4
abl1_active_000233,True,True,0.7941176470588235,1.502688740225333,2
abl1_active_000234,True,True,0.9629629629629629,2.35515204817014,0
abl1_active_000235,True,True,0.9259259259259259,1.8404244211594234,2
abl1_active_000236,True,True,0.9629629629629629,1.150500630160628,2
abl1_active_000237,True,True,1.0,1.1366268736925063,4
abl1_active_000238,True,True,0.7714285714285715,1.7582958738505867,2
abl1_active_000239,True,False,0.037037037037037035,3.731927078601617,0
abl1_active_000240,True,True,0.8235294117647058,2.96689660588299,0
abl1_active_000241,True,True,0.8823529411764706,2.8637335158844643,0
abl1_active_000242,True,True,0.9285714285714286,1.2008952868589327,1
abl1_active_000243,True,True,0.9642857142857143,1.9292120930576813,1
abl1_active_000244,True,True,0.7894736842105263,1.7959659406570059,1
abl1_active_000245,True,True,0.7631578947368421,1.0671150734574038,1
abl1_active_000246,True,True,0.7631578947368421,2.3460556813511473,0
abl1_active_000247,True,True,0.75,2.310540391337056,0
abl1_active_000248,True,True,0.7714285714285715,2.358638034968488,0
abl1_active_000249,True,True,0.7714285714285715,2.6468883882778274,0
abl1_active_000250,True,True,0.9,2.321705754396969,0
abl1_active_000251,True,True,0.7333333333333333,2.384082148332979,0
abl1_active_000252,True,True,0.7333333333333333,2.3058301303435167,0
abl1_active_000253,True,False,0.0,22.84991962633567,1
abl1_active_000254,True,True,0.7567567567567568,1.621531069699251,2
abl1_active_000255,True,True,0.7027027027027027,1.7172234391598555,2
abl1_active_000256,True,True,0.6756756756756757,1.8958632730236646,2
abl1_active_000257,True,True,0.8918918918918919,1.718327893622168,1
abl1_active_000258,True,True,0.8636363636363636,2.135619633736307,0
abl1_active_000259,True,False,0.0,8.259198938153748,1
abl1_active_000260,True,True,0.7222222222222222,1.719154681813129,1
abl1_active_000261,True,True,0.8333333333333334,1.922726160949603,1
abl1_active_000262,True,True,0.9285714285714286,2.0110251017826686,0
abl1_active_000263,True,True,0.9428571428571428,2.0102656366759106,0
abl1_active_000264,True,True,0.9666666666666667,2.582584308401179,0
abl1_active_000265,True,True,0.8,2.820888842191412,0
abl1_active_000266,True,True,0.925,1.7817094852977584,3
abl1_active_000267,True,True,0.8787878787878788,1.6755156460027465,6
abl1_active_000268,True,True,0.9090909090909091,1.8954917409474512,6
abl1_active_000269,True,True,0.8857142857142857,2.3273362240982705,0
abl1_active_000270,True,True,0.8857142857142857,1.4154488016173525,4
abl1_active_000271,True,False,0.0,8.615087572973358,0
abl1_active_000272,True,True,0.8571428571428571,2.952263323282663,0
abl1_active_000273,True,True,0.8,2.0059528932654436,0
abl1_active_000274,True,True,0.8,2.442746998770034,0
abl1_active_000275,True,True,0.7142857142857143,0.7275211474589593,5
abl1_active_000276,True,False,0.0,6.362716404178328,0
abl1_active_000277,True,True,0.9090909090909091,2.1001982335008282,0
abl1_active_000278,True,True,0.8787878787878788,1.8030630438229271,3
abl1_active_000279,True,True,0.6756756756756757,1.334729594337372,7
abl1_active_000280,True,True,0.9285714285714286,1.7590866209484974,1
abl1_active_000281,True,False,0.0,7.126301528843697,0
abl1_active_000282,True,True,0.8285714285714286,1.3957315787786715,3
abl1_active_000283,True,True,0.8055555555555556,2.1582276756635297,0
abl1_active_000284,True,True,0.92,2.245873117520222,0
abl1_active_000285,True,True,0.92,1.5702432773299813,2
abl1_active_000286,True,True,0.8947368421052632,2.9112235881154866,0
abl1_active_000287,True,False,0.027777777777777776,3.592252630314299,1
abl1_active_000288,True,False,0.0,4.256260868414904,2
abl1_active_000289,True,False,0.0,10.103569584062855,1
abl1_active_000290,True,True,0.9655172413793104,1.7380042836540996,1
abl1_active_000291,True,True,0.8536585365853658,1.5718640558267127,4
abl1_active_000292,True,False,0.04878048780487805,3.019107831794022,1
abl1_active_000293,True,False,0.0,9.760418500248848,5
abl1_active_000294,True,False,0.0,5.562696276087703,5
abl1_active_000295,True,True,0.9722222222222222,1.3601308282661628,2
abl1_decoy_000001,True,True,0.9615384615384616,1.8848866544171823,1
abl1_decoy_000002,True,True,0.88,1.7727314771278804,1
abl1_decoy_000003,True,False,0.0,8.232254651673504,2
abl1_decoy_000004,True,True,1.0,1.7986422101129496,1
abl1_decoy_000005,True,True,1.0,2.018790947572333,0
abl1_decoy_000006,True,True,0.9655172413793104,1.9852452619260912,1
abl1_decoy_000007,True,False,0.0,7.635978408167484,2
abl1_decoy_000008,True,True,1.0,2.0648829361491656,0
abl1_decoy_000009,True,True,0.9130434782608695,1.171540677910929,2
abl1_decoy_000010,True,False,0.0,6.230860319410152,5
abl1_decoy_000011,True,True,0.8461538461538461,2.615596631745804,0
abl1_decoy_000012,True,True,0.6896551724137931,2.843603019058743,0
abl1_decoy_000013,True,True,1.0,2.1627444925372012,0
abl1_decoy_000014,True,True,0.9230769230769231,2.0416557520796674,0
abl1_decoy_000015,True,True,0.8846153846153846,2.544061463487076,0
abl1_decoy_000016,True,False,0.0,5.392056610422408,2
abl1_decoy_000017,True,True,1.0,2.482292285368506,0
abl1_decoy_000018,True,False,0.03571428571428571,3.7572548303249267,3
abl1_decoy_000019,True,False,0.04,3.3176192578413817,0
abl1_decoy_000020,True,False,0.0,19.26466836309413,1
abl1_decoy_000021,True,True,0.9523809523809523,3.17770574314237,0
abl1_decoy_000022,True,True,0.8461538461538461,2.4989038737014275,0
abl1_decoy_000023,True,False,0.0,7.548183896143494,0
abl1_decoy_000024,True,False,0.0,18.672751548178432,0
abl1_decoy_000025,True,False,0.0,18.90135084431798,0
abl1_decoy_000026,True,False,0.0,7.937035050319483,1
abl1_decoy_000027,True,False,0.0,5.232787237218804,0
abl1_decoy_000028,True,True,0.9583333333333334,1.7515766412007205,2
abl1_decoy_000029,True,False,0.0,5.5958363718035935,3
abl1_decoy_000030,True,False,0.0,8.521820377126005,1
abl1_decoy_000031,True,False,0.0,8.700888173629172,0
abl1_decoy_000032,True,False,0.0,4.66702443319081,0
abl1_decoy_000033,True,True,0.8888888888888888,2.40253658869121,0
abl1_decoy_000034,True,False,0.0,18.774363363107682,0
abl1_decoy_000035,True,False,0.0,18.180783287306408,0
abl1_decoy_000036,True,True,1.0,1.8305082927973861,1
abl1_decoy_000037,True,False,0.0,12.35260865323596,0
abl1_decoy_000038,True,False,0.0,14.915671885972822,0
abl1_decoy_000039,True,False,0.0,6.683488000288474,7
abl1_decoy_000040,True,False,0.0,10.730643714614702,1
abl1_decoy_000041,True,False,0.0,4.8869009658473725,1
abl1_decoy_000042,True,False,0.0,4.028710226610993,2
abl1_decoy_000043,True,True,1.0,1.808649642689263,1
abl1_decoy_000044,True,True,1.0,0.6572753912934821,8
abl1_decoy_000045,True,False,0.0,21.70935593217818,0
abl1_decoy_000046,True,False,0.0,7.928733496593261,4
abl1_decoy_000047,True,False,0.0,5.5443238505700565,1
abl1_decoy_000048,True,False,0.0,5.078135523989097,4
abl1_decoy_000049,True,False,0.0,8.426052486188299,1
abl1_decoy_000050,True,False,0.0,10.429319879071691,3
abl1_decoy_000051,True,False,0.0,19.459734144895197,0
abl1_decoy_000052,True,False,0.0,5.285310307824886,4
abl1_decoy_000053,True,False,0.12121212121212122,2.58473755340847,1
abl1_decoy_000054,True,False,0.0,9.135996178852087,6
abl1_decoy_000055,True,False,0.0,6.195903340918094,1
abl1_decoy_000056,True,False,0.0,7.309962527947731,0
abl1_decoy_000057,True,False,0.0,5.833318096075338,3
abl1_decoy_000058,True,False,0.02857142857142857,3.61969315964765,0
abl1_decoy_000059,True,True,1.0,1.418839529333745,4
abl1_decoy_000060,True,False,0.0,7.767916475477836,3
abl1_decoy_000061,True,False,0.0,20.17697541778747,1
abl1_decoy_000062,True,False,0.0,7.014433842442311,0
abl1_decoy_000063,True,False,0.0,23.420930216154954,0
abl1_decoy_000064,True,True,0.78125,2.084443470089799,0
abl1_decoy_000065,True,False,0.0,7.542713929349303,2
abl1_decoy_000066,True,True,0.7878787878787878,0.8966525748582889,3
abl1_decoy_000067,True,False,0.0,21.719004271374875,1
abl1_decoy_000068,True,False,0.0,8.183300587782416,0
abl1_decoy_000069,True,True,0.9090909090909091,2.172336263104769,0
abl1_decoy_000070,True,False,0.0,22.05391135037048,0
abl1_decoy_000071,True,False,0.14705882352941177,2.533011673877559,2
abl1_decoy_000072,True,False,0.0,7.99678327329183,1
abl1_decoy_000073,True,True,0.9705882352941176,0.611356818887301,10
abl1_decoy_000074,True,False,0.0,7.0409816112527945,1
abl1_decoy_000075,True,False,0.0,21.650116989522246,3
abl1_decoy_000076,True,False,0.08823529411764706,2.486498815603978,1
abl1_decoy_000077,True,False,0.08333333333333333,3.666891773696081,2
abl1_decoy_000078,True,False,0.0,5.252566927703062,3
abl1_decoy_000079,True,True,0.9117647058823529,0.543906251113185,8
abl1_decoy_000080,True,False,0.0,11.11898496536442,1
abl1_decoy_000081,True,False,0.0,4.23211622477455,0
abl1_decoy_000082,True,False,0.0,16.404423700331566,0
abl1_decoy_000083,True,False,0.0,4.895926447568427,3
abl1_decoy_000084,True,True,0.8823529411764706,1.8881994518588345,2
abl1_decoy_000085,True,False,0.0,21.85898802598144,0
abl1_decoy_000086,True,False,0.0,11.640538318308137,1
abl1_decoy_000087,True,False,0.0,4.752035312368795,5
abl1_decoy_000088,True,True,0.9090909090909091,1.584450545141754,1
abl1_decoy_000089,True,True,0.9117647058823529,1.661988742440815,2
abl1_decoy_000090,True,False,0.0,5.2660719355132235,1
abl1_decoy_000091,True,False,0.029411764705882353,3.917872837395314,1
abl1_decoy_000092,True,False,0.0,5.468609059898139,3
abl1_decoy_000093,True,False,0.0,7.908359790753074,3
abl1_decoy_000094,True,False,0.0,5.983354016770193,3
abl1_decoy_000095,True,False,0.0,15.949536183224891,0
abl1_decoy_000096,True,False,0.0,9.822668398149252,0
abl1_decoy_000097,True,False,0.0,6.9295435672199925,4
abl1_decoy_000098,True,True,0.9393939393939394,2.0830937328886567,0
abl1_decoy_000099,True,False,0.0,5.465101404365704,0
abl1_decoy_000100,True,True,0.9375,1.5646245076694918,1
abl1_decoy_000101,True,False,0.0,20.043000179613827,0
abl1_decoy_000102,True,False,0.0,7.482390247775105,1
abl1_decoy_000103,True,True,1.0,2.1059537839183453,0
abl1_decoy_000104,True,True,1.0,2.071491380624114,0
abl1_decoy_000105,True,False,0.0,5.910667563820518,4
abl1_decoy_000106,True,True,0.9629629629629629,1.5738236559411583,1
abl1_decoy_000107,True,False,0.0,7.5765210228705895,1
abl1_decoy_000108,True,False,0.0,7.0901222288476795,1
abl1_decoy_000109,True,True,0.9655172413793104,0.47424987084868964,3
abl1_decoy_000110,True,False,0.0,6.631464069117768,2
abl1_decoy_000111,True,True,0.8928571428571429,2.1159124887386054,0
abl1_decoy_000112,True,True,1.0,2.3633453873693524,0
abl1_decoy_000113,True,False,0.0,4.95220648398267,0
abl1_decoy_000114,True,False,0.0,4.341202746935462,0
abl1_decoy_000115,True,False,0.0,10.016885114146014,1
abl1_decoy_000116,True,False,0.0,5.181852105184013,1
abl1_decoy_000117,True,True,1.0,2.0089502482640036,0
abl1_decoy_000118,True,True,0.8928571428571429,1.8370953976318147,1
abl1_decoy_000119,True,False,0.0,22.396242182339428,0
abl1_decoy_000120,True,True,0.9310344827586207,2.471859197041774,0
abl1_decoy_000121,True,False,0.0,5.456898589858528,0
abl1_decoy_000122,True,False,0.0,17.849342548396567,0
abl1_decoy_000123,True,False,0.0,19.457719522338685,1
abl1_decoy_000124,True,False,0.0,6.520655164168706,4
abl1_decoy_000125,True,False,0.0,17.173351511280494,1
abl1_decoy_000126,True,False,0.0,5.703280926799942,1
abl1_decoy_000127,True,False,0.0,7.632170952618921,1
abl1_decoy_000128,True,False,0.0,5.1159622643252565,1
abl1_decoy_000129,True,False,0.0,5.461744140839994,3
abl1_decoy_000130,True,False,0.0,8.840792562321548,1
abl1_decoy_000131,True,False,0.0,7.032794893212795,2
abl1_decoy_000132,True,False,0.0,7.492040675944037,0
abl1_decoy_000133,True,False,0.0,7.863032034145608,3
abl1_decoy_000134,True,False,0.0,6.6920617518071355,1
abl1_decoy_000135,True,False,0.0,8.098910411901098,0
abl1_decoy_000136,True,True,0.8620689655172413,2.6205436401632394,0
abl1_decoy_000137,True,False,0.0,8.42675159358575,0
abl1_decoy_000138,True,False,0.0,7.876962669709689,0
abl1_decoy_000139,True,True,0.896551724137931,2.319293802000946,0
abl1_decoy_000140,True,False,0.0,5.791782804111357,3
abl1_decoy_000141,True,False,0.0,7.558006809999578,0
abl1_decoy_000142,True,False,0.0,4.619021807699116,2
abl1_decoy_000143,True,True,0.9130434782608695,2.3457213496065554,0
abl1_decoy_000144,True,False,0.0,6.832912919831482,1
abl1_decoy_000145,True,False,0.0,7.670987549201209,0
abl1_decoy_000146,True,False,0.0,8.318334519000786,0
abl1_decoy_000147,True,True,0.9310344827586207,1.7769789587949547,1
abl1_decoy_000148,True,False,0.0,5.542237076307725,0
abl1_decoy_000149,True,False,0.0,21.60546824255378,1
abl1_decoy_000150,True,False,0.03333333333333333,3.0860029844444417,0
abl1_decoy_000151,True,False,0.0,7.857024134492652,2
abl1_decoy_000152,True,False,0.0,7.52321724397216,1
