target,ligand_id,label,success,status,confidence,pocket_in,frac_atoms_within_4A,min_dist_to_pocket_A,COMdist_A,clash_count
abl1,abl1_active_000033,1,1,ok,-0.93,True,0.9615384615384616,1.0271617837517129,1.1145772054524423,3
abl1,abl1_active_000034,1,1,ok,-1.68,False,0.0,7.336180456477336,16.817770429307465,1
abl1,abl1_active_000035,1,1,ok,-1.58,False,0.0,5.65684471945271,20.344041431358868,6
abl1,abl1_active_000036,1,1,ok,-1.6,True,0.8571428571428571,1.343004638860194,3.4978805508548407,4
abl1,abl1_active_000037,1,1,ok,-2.07,True,0.9285714285714286,0.6607464263997205,3.382512796781897,6
abl1,abl1_active_000038,1,1,ok,-0.44,True,0.8928571428571429,1.8043687261754464,3.2966442374932523,1
abl1,abl1_active_000039,1,1,ok,-1.75,False,0.0,7.426083711486158,22.863089856822864,0
abl1,abl1_active_000040,1,1,ok,0.36,True,1.0,2.756774580918795,0.8003172751964042,0
abl1,abl1_active_000041,1,1,ok,0.38,True,0.9047619047619048,2.091662611417051,1.443633882722563,0
abl1,abl1_active_000042,1,1,ok,-0.93,True,1.0,1.050811905147634,0.8672339853744437,3
abl1,abl1_active_000043,1,1,ok,-1.39,True,0.8888888888888888,1.3161858645343374,1.7615283092577805,2
abl1,abl1_active_000044,1,1,ok,-0.77,True,0.8421052631578947,2.4329609717379346,2.6720717378964864,0
abl1,abl1_active_000045,1,1,ok,0.31,True,0.8695652173913043,2.965055739779607,1.1051675797459743,0
abl1,abl1_active_000046,1,1,ok,-1.64,True,0.6216216216216216,2.9359718987074794,7.5149193124498845,0
abl1,abl1_active_000047,1,1,ok,-2.49,True,0.7567567567567568,1.052938383762316,5.770347638270378,5
abl1,abl1_active_000048,1,1,ok,-1.44,True,0.8378378378378378,2.686472462170421,4.299855968778606,0
abl1,abl1_active_000049,1,1,ok,-1.75,True,0.5945945945945946,3.116712537273849,5.824382150792681,0
abl1,abl1_active_000050,1,1,ok,-0.56,True,0.7714285714285715,2.4087415822374965,2.6363478481403315,0
abl1,abl1_active_000051,1,1,ok,-0.38,True,0.9375,2.240822574413244,1.5541421452553186,0
abl1,abl1_active_000052,1,1,ok,-2.22,True,0.9375,0.6247356721046095,4.19196235508906,8
abl1,abl1_active_000053,1,1,ok,-2.14,False,0.03125,3.263780992958933,17.10568827165236,0
abl1,abl1_active_000054,1,1,ok,-0.06,True,0.875,2.567650823223437,1.00611198718074,0
abl1,abl1_active_000055,1,1,ok,-1.42,True,0.7804878048780488,1.523156502136272,5.792991175661011,2
abl1,abl1_active_000056,1,1,ok,-1.4,True,0.7560975609756098,1.848121113455501,6.029278209633247,2
abl1,abl1_active_000057,1,1,ok,-1.41,True,0.7435897435897436,1.8892023237334847,6.253430902822138,2
abl1,abl1_active_000058,1,1,ok,-1.71,True,0.6923076923076923,1.891325577472056,6.120461413797965,3
abl1,abl1_active_000059,1,1,ok,-1.2,True,0.7435897435897436,1.4228953686058572,6.274380410349477,3
abl1,abl1_active_000060,1,1,ok,-1.37,True,0.6923076923076923,1.7558491905627902,6.117284715742271,1
abl1,abl1_active_000061,1,1,ok,-1.31,True,0.7435897435897436,2.025458814688662,6.110400759004065,0
abl1,abl1_active_000062,1,1,ok,-1.28,True,0.717948717948718,1.9537396423269933,6.066998252409291,1
abl1,abl1_active_000063,1,1,ok,-0.54,True,0.8157894736842105,1.889542447260712,2.2201119388026527,1
abl1,abl1_active_000064,1,1,ok,-0.57,True,0.8157894736842105,2.0298790604368526,2.2273184131917376,0
abl1,abl1_active_000065,1,1,ok,-1.26,True,0.7435897435897436,1.7758405390124437,6.291526408231955,2
abl1,abl1_active_000066,1,1,ok,-1.34,True,0.8461538461538461,0.7077260840183881,7.6957695200897565,5
abl1,abl1_active_000067,1,1,ok,-1.14,True,0.775,1.8857513542352304,6.048371519113953,1
abl1,abl1_active_000068,1,1,ok,-1.42,True,0.7,1.5373106680173656,5.830469531154235,1
abl1,abl1_active_000069,1,1,ok,-1.97,False,0.0,5.746246630627683,19.828459393268325,4
abl1,abl1_active_000070,1,1,ok,0.5,True,0.7894736842105263,2.696921064844131,1.328749488468963,0
abl1,abl1_active_000071,1,1,ok,0.22,True,0.8947368421052632,2.7859464119038604,1.6992824175149157,0
abl1,abl1_active_000072,1,1,ok,-1.24,True,0.9166666666666666,1.8138395877254423,1.079455353738625,1
abl1,abl1_active_000073,1,1,ok,-1.75,False,0.0,22.233815293152,35.42152374624708,0
abl1,abl1_active_000074,1,1,ok,-0.06,True,0.9130434782608696,1.1326194241668297,1.3256975840484444,4
abl1,abl1_active_000075,1,1,ok,-1.07,True,0.9655172413793104,1.1715610824878069,1.2887327054420994,3
abl1,abl1_active_000076,1,1,ok,-0.78,True,0.9655172413793104,1.8542768967983176,0.2434034929504898,1
abl1,abl1_active_000077,1,1,ok,-1.94,True,0.6428571428571429,1.8586591026866657,7.093440161004769,2
abl1,abl1_active_000078,1,1,ok,-1.94,True,0.6666666666666666,1.3492434843274226,7.031327557118595,2
abl1,abl1_active_000079,1,1,ok,-1.02,True,0.9032258064516128,1.989540632910021,4.910509468410367,1
abl1,abl1_active_000080,1,1,ok,-1.14,True,0.925925925925926,0.9729257422845816,2.6542904211623166,3
abl1,abl1_active_000081,1,1,ok,-0.16,True,0.9090909090909092,2.363819840850822,1.1623244300228703,0
abl1,abl1_active_000082,1,1,ok,-1.26,True,0.9714285714285714,2.31535457327814,1.8106649121628549,0
abl1,abl1_active_000083,1,1,ok,-0.35,True,0.9117647058823528,1.9019436058937176,1.106407526425856,1
abl1,abl1_active_000084,1,1,ok,-3.19,True,0.9393939393939394,0.4779600297095978,4.917303891199875,7
abl1,abl1_active_000085,1,1,ok,-1.37,True,0.8709677419354839,1.9252442078863656,4.624404401542612,3
abl1,abl1_active_000086,1,1,ok,-1.53,True,0.7368421052631579,1.945701678058588,6.254747374180043,2
abl1,abl1_active_000087,1,1,ok,-1.28,True,0.7368421052631579,1.8597336744813768,5.789385799184108,1
abl1,abl1_active_000088,1,1,ok,0.04,True,0.92,2.338310349376233,0.3588102051704809,0
abl1,abl1_active_000089,1,1,ok,-1.7,True,0.5581395348837209,2.8241298235031613,7.095764217559412,0
abl1,abl1_active_000090,1,1,ok,-2.72,True,0.8372093023255814,1.6761928469003802,2.133666968695976,3
abl1,abl1_active_000091,1,1,ok,-3.07,True,0.6744186046511628,1.5941254687131776,7.123299150754926,4
abl1,abl1_active_000092,1,1,ok,-2.73,False,0.0,4.703116695341504,17.987037118790457,1
abl1,abl1_active_000093,1,1,ok,-1.2,True,0.8717948717948718,1.635163212037258,5.942837795928682,1
abl1,abl1_active_000094,1,1,ok,-1.1,True,0.8205128205128205,1.6553030719478543,5.94075927629307,1
abl1,abl1_active_000095,1,1,ok,0.25,True,0.7931034482758621,2.7341083756866698,3.3400418972537227,0
abl1,abl1_active_000096,1,1,ok,0.31,True,0.7586206896551724,2.6475963495215797,3.357670873904605,0
abl1,abl1_active_000097,1,1,ok,0.13,True,0.8235294117647058,2.4832591125373926,2.256089253586672,0
abl1,abl1_active_000098,1,1,ok,0.26,True,0.7941176470588235,2.459002728750012,2.177202861248136,0
abl1,abl1_active_000099,1,1,ok,-1.95,False,0.0,7.6332431777063166,17.4006020204676,3
abl1,abl1_active_000100,1,1,ok,-0.2,True,0.9090909090909092,2.7627155680598023,2.433648812561509,0
abl1,abl1_active_000101,1,1,ok,-0.15,True,0.8181818181818182,2.5541120042002854,2.2217194758722765,0
abl1,abl1_active_000102,1,1,ok,-0.09,True,0.8484848484848485,2.646603818103494,2.1801172364095427,0
abl1,abl1_active_000103,1,1,ok,-0.18,True,0.8181818181818182,2.4786922862670955,2.271341290833917,0
abl1,abl1_active_000104,1,1,ok,-0.13,True,0.8787878787878788,2.614910564436191,2.2430728097773764,0
abl1,abl1_active_000105,1,1,ok,-0.48,True,0.8529411764705882,1.897243482002244,1.2024522508465574,1
abl1,abl1_active_000106,1,1,ok,-1.26,True,0.7692307692307693,1.7960513077303784,6.202711291320584,1
abl1,abl1_active_000107,1,1,ok,-1.55,True,0.7948717948717948,1.5780291790711631,6.042335292549215,2
abl1,abl1_active_000108,1,1,ok,-0.53,True,0.7941176470588235,2.0185333314067413,1.3471984423277004,0
abl1,abl1_active_000109,1,1,ok,-0.37,True,0.8823529411764706,2.060150472659704,1.2328703932279852,0
abl1,abl1_active_000110,1,1,ok,0.16,True,0.84375,2.736155832550478,1.0207622345363654,0
abl1,abl1_active_000111,1,1,ok,-1.16,True,0.875,2.1262322991620635,1.4547594046286307,0
abl1,abl1_active_000112,1,1,ok,-2.47,True,0.9142857142857144,0.8217588028125995,1.5640860171936364,3
abl1,abl1_active_000113,1,1,ok,-1.29,True,0.7435897435897436,2.001580730322912,5.971831318176441,0
abl1,abl1_active_000114,1,1,ok,-1.26,True,0.7692307692307693,1.5748388774728692,5.5758611280311765,4
abl1,abl1_active_000115,1,1,ok,-2.17,True,0.8095238095238095,1.4299932587253683,2.6438977353378825,3
abl1,abl1_active_000116,1,1,ok,-1.44,True,0.7435897435897436,1.986403949351691,6.3225717718631325,1
abl1,abl1_active_000117,1,1,ok,-1.32,True,0.7692307692307693,1.4975271917397663,6.495867429393226,2
abl1,abl1_active_000118,1,1,ok,-0.9,True,1.0,1.3311574737798677,1.4102074747474704,3
abl1,abl1_active_000119,1,1,ok,0.12,True,0.9523809523809524,2.493204333784136,1.4641094340103156,0
abl1,abl1_active_000120,1,1,ok,0.34,True,0.95,2.039299357622613,1.2435802296796057,0
abl1,abl1_active_000121,1,1,ok,-1.37,True,0.8529411764705882,1.4756815374598942,3.446991638054778,3
abl1,abl1_active_000122,1,1,ok,-1.71,True,0.8529411764705882,1.5441940875421072,3.5868239999773834,3
abl1,abl1_active_000123,1,1,ok,-0.42,True,0.9615384615384616,2.0617694584991804,1.7811871124902523,0
abl1,abl1_active_000124,1,1,ok,-0.54,True,0.8529411764705882,2.307403826814891,2.016624015419355,0
abl1,abl1_active_000125,1,1,ok,-0.98,True,0.85,1.479955614199292,5.568791595904727,1
abl1,abl1_active_000126,1,1,ok,-1.18,True,0.85,0.646532334844903,5.406406648815016,4
abl1,abl1_active_000127,1,1,ok,-0.89,True,0.825,1.7387104531807471,3.2532807861911026,2
abl1,abl1_active_000128,1,1,ok,-1.28,True,0.7,1.175116479333007,3.078669794687036,2
abl1,abl1_active_000129,1,1,ok,-0.89,True,0.6153846153846154,2.528145250969572,3.6533308246201353,0
abl1,abl1_active_000130,1,1,ok,-0.6,True,0.6410256410256411,2.428778804255338,3.5863241796668057,0
abl1,abl1_active_000131,1,1,ok,-0.45,True,0.717948717948718,2.71012402114737,2.664482331214456,0
abl1,abl1_active_000132,1,1,ok,-0.2,True,0.7428571428571429,1.8063716339668303,2.338962845961671,1
abl1,abl1_active_000133,1,1,ok,-0.22,True,0.7428571428571429,2.1735227489032622,2.379266029505993,0
abl1,abl1_active_000134,1,1,ok,-2.24,True,0.975,1.6024108430736492,2.565344451732237,3
abl1,abl1_active_000135,1,1,ok,-0.91,True,0.8333333333333334,2.074689461100144,2.062227698205984,0
abl1,abl1_active_000136,1,1,ok,-0.65,True,0.7777777777777778,2.02919852404835,1.8813633681903383,0
abl1,abl1_active_000137,1,1,ok,-1.45,False,0.0689655172413793,3.374884147641217,17.844076097644436,1
abl1,abl1_active_000138,1,1,ok,-2.05,False,0.0,9.536992310471891,24.317357954285395,1
abl1,abl1_active_000139,1,1,ok,-0.46,True,0.8108108108108109,2.633101230488491,3.7045489135777223,0
abl1,abl1_active_000140,1,1,ok,-0.97,True,0.8108108108108109,1.8188428794153733,3.83984133192494,2
abl1,abl1_active_000141,1,1,ok,-1.42,True,0.7567567567567568,1.4742448711119855,4.570409412431412,2
abl1,abl1_active_000142,1,1,ok,0.38,True,0.7777777777777778,2.68165557258944,2.079253410463872,0
abl1,abl1_active_000143,1,1,ok,0.32,True,0.7777777777777778,2.7234377723752,1.8951640823389768,0
abl1,abl1_active_000144,1,1,ok,-1.32,True,0.7631578947368421,1.752342004290259,2.537180275761492,1
abl1,abl1_active_000145,1,1,ok,-1.84,True,0.6842105263157895,1.5271529360217984,7.0649839777896295,3
abl1,abl1_active_000146,1,1,ok,0.4,True,0.9310344827586208,2.624963582604529,0.3637550048035342,0
abl1,abl1_active_000147,1,1,ok,-0.42,True,0.7631578947368421,1.983770815895828,2.315077386505289,1
abl1,abl1_active_000148,1,1,ok,-0.47,True,0.868421052631579,2.215729507408339,2.4244701214559474,0
abl1,abl1_active_000149,1,1,ok,-0.91,True,0.8787878787878788,1.4940206223476309,0.925422381416058,1
abl1,abl1_active_000150,1,1,ok,-1.45,True,0.675,1.6887300021021725,6.568670650722873,1
abl1,abl1_active_000151,1,1,ok,-1.3,True,0.7,1.9231335497047544,6.182702705598295,1
abl1,abl1_active_000152,1,1,ok,0.24,True,0.9583333333333334,2.0089982528613617,0.6323692020916399,0
abl1,abl1_active_000153,1,1,ok,0.12,True,0.9166666666666666,2.5288948673284164,0.3470637469207517,0
abl1,abl1_active_000154,1,1,ok,-0.93,True,0.9142857142857144,1.874508378215472,3.7681734094297,1
abl1,abl1_active_000155,1,1,ok,-1.08,True,0.8823529411764706,1.7156164781209111,3.446126530656616,1
abl1,abl1_active_000156,1,1,ok,0.51,True,0.9047619047619048,2.090132211129238,0.3183569834478735,0
abl1,abl1_active_000157,1,1,ok,-1.54,True,0.8372093023255814,0.9392359022098776,2.488984917021474,5
abl1,abl1_active_000158,1,1,ok,-1.29,True,0.8837209302325582,1.670175023762481,2.501835577152834,3
abl1,abl1_active_000159,1,1,ok,-3.09,False,0.0,5.637998562433303,19.08015721714048,2
abl1,abl1_active_000160,1,1,ok,-2.08,False,0.0,7.279615903328966,17.353172693765323,1
abl1,abl1_active_000161,1,1,ok,-0.08,True,0.8,2.329700961496989,2.2997405154490425,0
abl1,abl1_active_000162,1,1,ok,-0.66,True,0.6756756756756757,2.533071451814968,2.910598782777298,0
abl1,abl1_active_000163,1,1,ok,-0.48,True,0.9032258064516128,1.7138610620467465,1.325436437618205,1
abl1,abl1_active_000164,1,1,ok,-1.55,True,0.8,1.3794871728290912,2.4407679856889293,3
abl1,abl1_active_000165,1,1,ok,-1.59,True,0.8611111111111112,1.0117348565706314,2.770611982631217,4
abl1,abl1_active_000166,1,1,ok,-0.66,True,0.8055555555555556,1.7888166423644432,2.0006944015887185,1
abl1,abl1_active_000167,1,1,ok,-2.51,True,0.9743589743589745,1.012771682068567,2.428898642337274,6
abl1,abl1_active_000168,1,1,ok,-0.68,True,0.8,2.120550051283863,1.8256515537627669,0
abl1,abl1_active_000169,1,1,ok,-1.13,True,1.0,1.828940830098121,1.4595483947595869,1
abl1,abl1_active_000170,1,1,ok,-2.99,False,0.0,4.079441801276249,24.38881503003623,5
abl1,abl1_active_000171,1,1,ok,-1.74,True,0.7,1.887280381925272,6.478040881623708,4
abl1,abl1_active_000172,1,1,ok,0.11,True,0.9545454545454546,2.316021696789562,1.184200313839496,0
abl1,abl1_active_000173,1,1,ok,-1.66,True,0.7631578947368421,1.7721978585925462,5.574663110582566,4
abl1,abl1_active_000174,1,1,ok,-1.28,True,0.717948717948718,1.92343540052688,6.183440052277417,1
abl1,abl1_active_000175,1,1,ok,-1.33,True,0.717948717948718,1.6313735255912427,6.342459349594503,1
abl1,abl1_active_000176,1,1,ok,-1.37,True,0.8205128205128205,1.988064508510731,6.21135825029111,1
abl1,abl1_active_000177,1,1,ok,-2.04,False,0.282051282051282,2.440727983614725,13.918317344843192,1
abl1,abl1_active_000178,1,1,ok,-3.0,True,0.9473684210526316,0.4108145201912902,3.5183790464270053,7
abl1,abl1_active_000179,1,1,ok,-1.07,True,0.8157894736842105,1.867296489580592,4.279258046139671,1
abl1,abl1_active_000180,1,1,ok,-1.75,True,0.7027027027027027,2.129519565535851,2.610547608121603,0
abl1,abl1_active_000181,1,1,ok,-2.14,True,0.8461538461538461,1.5589194142097276,7.095558376865892,2
abl1,abl1_active_000182,1,1,ok,-1.9,False,0.0,4.885133909116514,19.996684089052152,0
abl1,abl1_active_000183,1,1,ok,-1.94,False,0.0,4.196835628184646,21.214306075696133,4
abl1,abl1_active_000184,1,1,ok,-2.27,True,0.6923076923076923,2.539865929532502,5.620523721950614,0
abl1,abl1_active_000185,1,1,ok,-1.79,False,0.0,7.215503222229201,18.28154881787755,1
abl1,abl1_active_000186,1,1,ok,-2.15,True,0.9310344827586208,0.7863258421290732,3.4320605542273666,10
abl1,abl1_active_000187,1,1,ok,-1.0,True,0.5882352941176471,2.235657811472945,6.651124493773101,0
abl1,abl1_active_000188,1,1,ok,-1.41,True,0.8928571428571429,1.4971495883845407,5.209584273399445,2
abl1,abl1_active_000189,1,1,ok,-1.32,True,0.8823529411764706,1.4621871357661442,1.4836384347090157,2
abl1,abl1_active_000190,1,1,ok,-2.02,False,0.2954545454545454,1.2742427005872945,15.97855747802484,1
abl1,abl1_active_000191,1,1,ok,-2.28,True,0.8409090909090909,0.7093323480569598,2.3838388683021967,9
abl1,abl1_active_000192,1,1,ok,-2.1,True,0.8409090909090909,0.8550865511747903,2.750512523086242,7
abl1,abl1_active_000193,1,1,ok,-0.67,True,1.0,1.4904906138584026,1.2966351731922343,1
abl1,abl1_active_000194,1,1,ok,-2.18,False,0.0,4.532231323531489,19.555970472528088,2
abl1,abl1_active_000195,1,1,ok,-1.95,False,0.0,4.116450413888161,22.84517827562049,1
abl1,abl1_active_000196,1,1,ok,-3.34,False,0.0606060606060606,3.94229016689538,16.465813334823444,0
abl1,abl1_active_000197,1,1,ok,-1.89,False,0.0303030303030303,3.668214244015745,22.644995341972315,2
abl1,abl1_active_000198,1,1,ok,-0.64,True,0.8125,2.626862727665838,2.0915478116287303,0
abl1,abl1_active_000199,1,1,ok,0.67,True,0.9,2.9096746381683283,1.261449796096008,0
abl1,abl1_active_000200,1,1,ok,-0.55,True,0.9,1.8093910191000728,0.4503437508323622,1
abl1,abl1_active_000201,1,1,ok,-0.6,True,0.9411764705882352,1.930040191291362,1.3484902315063136,1
abl1,abl1_active_000202,1,1,ok,-0.72,True,0.8823529411764706,1.9614242248937372,1.350269156993343,1
abl1,abl1_active_000203,1,1,ok,-1.85,True,0.9642857142857144,1.260024515634517,4.285647779527754,3
abl1,abl1_active_000204,1,1,ok,-1.58,True,0.8648648648648649,1.7540798927072845,5.508212567601181,1
abl1,abl1_active_000205,1,1,ok,-2.01,True,0.902439024390244,0.3655712926366076,2.187498963234974,5
abl1,abl1_active_000206,1,1,ok,-1.51,True,0.8780487804878049,1.059472099679835,3.676027721803204,5
abl1,abl1_active_000207,1,1,ok,-2.46,False,0.5365853658536586,2.322598071126384,9.796945362310328,1
abl1,abl1_active_000208,1,1,ok,-2.2,True,0.6829268292682927,1.4018060814534954,6.876266498520796,3
abl1,abl1_active_000209,1,1,ok,-1.91,False,0.0,21.336256248226864,35.29640057633184,1
abl1,abl1_active_000210,1,1,ok,-1.9,False,0.7804878048780488,0.4152515623089199,8.857103550580337,7
abl1,abl1_active_000211,1,1,ok,-0.29,True,0.7352941176470589,2.1898976528596035,2.2239208384600624,0
abl1,abl1_active_000212,1,1,ok,-1.17,True,1.0,1.0951564545762411,1.2486038950089542,3
abl1,abl1_active_000213,1,1,ok,-1.2,True,0.875,1.0366332572322772,1.1390075829445618,2
abl1,abl1_active_000214,1,1,ok,0.45,True,0.8888888888888888,2.9527856627259617,1.4630291804782556,0
abl1,abl1_active_000215,1,1,ok,0.43,True,0.8888888888888888,2.873428560100286,1.827275864025216,0
abl1,abl1_active_000216,1,1,ok,-1.06,True,0.8108108108108109,0.680704223580257,1.0728990901196933,5
abl1,abl1_active_000217,1,1,ok,-1.31,True,0.7837837837837838,1.1972238220149145,0.6470705470798199,3
abl1,abl1_active_000218,1,1,ok,-1.19,True,0.9142857142857144,0.684528173269736,1.4884638535640409,4
abl1,abl1_active_000219,1,1,ok,-2.5,True,0.918918918918919,0.4450108425645376,3.268314733099365,6
abl1,abl1_active_000220,1,1,ok,-2.49,True,0.8648648648648649,0.6682478207970466,1.9240006013515607,5
abl1,abl1_active_000221,1,1,ok,-0.21,True,0.7941176470588235,2.5606730013806924,2.404047758851843,0
abl1,abl1_active_000222,1,1,ok,-0.92,False,0.0,4.1291010559200405,19.31917352418869,0
abl1,abl1_active_000223,1,1,ok,-1.23,True,0.868421052631579,1.620623756459222,4.93500259996273,3
abl1,abl1_active_000224,1,1,ok,-1.13,True,0.7894736842105263,1.6415657312456309,5.855479676913912,2
abl1,abl1_active_000225,1,1,ok,-0.47,True,0.8285714285714286,2.1447555315233484,2.413700195988496,0
abl1,abl1_active_000226,1,1,ok,-0.43,True,0.8285714285714286,2.112123703763584,2.1000094611228346,0
abl1,abl1_active_000227,1,1,ok,-2.81,True,1.0,0.5732109733771688,2.2748920565603297,6
abl1,abl1_active_000228,1,1,ok,-0.41,True,0.8823529411764706,2.075311545286635,1.924517016746639,0
abl1,abl1_active_000229,1,1,ok,-0.19,True,0.8823529411764706,2.5188550375120817,1.8702826759229343,0
abl1,abl1_active_000230,1,1,ok,-0.02,True,0.9655172413793104,2.3216464588735297,0.5695462663702325,0
abl1,abl1_active_000231,1,1,ok,-2.1,True,0.7741935483870968,2.3812405947320814,5.402553103606238,0
abl1,abl1_active_000232,1,1,ok,-1.16,True,0.7647058823529411,1.0899138314564143,2.203362718859942,4
abl1,abl1_active_000233,1,1,ok,-0.76,True,0.7941176470588235,1.502688740225333,2.267912629030213,2
abl1,abl1_active_000234,1,1,ok,-0.62,True,0.9629629629629628,2.35515204817014,1.0641739427177044,0
abl1,abl1_active_000235,1,1,ok,-0.95,True,0.925925925925926,1.8404244211594236,1.638241044373816,2
abl1,abl1_active_000236,1,1,ok,-1.76,True,0.9629629629629628,1.150500630160628,1.7109035048939405,2
abl1,abl1_active_000237,1,1,ok,-1.64,True,1.0,1.1366268736925065,1.2257583464027193,4
abl1,abl1_active_000238,1,1,ok,-0.88,True,0.7714285714285715,1.7582958738505867,1.628009822964191,2
abl1,abl1_active_000239,1,1,ok,-1.49,False,0.037037037037037,3.731927078601617,21.17277457649428,0
abl1,abl1_active_000240,1,1,ok,0.76,True,0.8235294117647058,2.96689660588299,1.37789320607273,0
abl1,abl1_active_000241,1,1,ok,0.58,True,0.8823529411764706,2.8637335158844643,1.352684850685783,0
abl1,abl1_active_000242,1,1,ok,-0.38,True,0.9285714285714286,1.2008952868589329,1.1459354542144662,1
abl1,abl1_active_000243,1,1,ok,-1.17,True,0.9642857142857144,1.9292120930576813,1.8621042731094863,1
abl1,abl1_active_000244,1,1,ok,-0.99,True,0.7894736842105263,1.795965940657006,3.470337481838776,1
abl1,abl1_active_000245,1,1,ok,-1.37,True,0.7631578947368421,1.0671150734574038,3.6516102275085225,1
abl1,abl1_active_000246,1,1,ok,-0.78,True,0.7631578947368421,2.3460556813511477,3.2977241549820326,0
abl1,abl1_active_000247,1,1,ok,-0.22,True,0.75,2.310540391337056,2.6427342627783457,0
abl1,abl1_active_000248,1,1,ok,0.14,True,0.7714285714285715,2.358638034968488,2.490783619242242,0
abl1,abl1_active_000249,1,1,ok,0.12,True,0.7714285714285715,2.646888388277828,2.383028447627086,0
abl1,abl1_active_000250,1,1,ok,0.39,True,0.9,2.321705754396969,0.98292091101259,0
abl1,abl1_active_000251,1,1,ok,0.01,True,0.7333333333333333,2.384082148332979,5.586091438701877,0
abl1,abl1_active_000252,1,1,ok,0.05,True,0.7333333333333333,2.3058301303435167,5.636725511853368,0
abl1,abl1_active_000253,1,1,ok,-1.98,False,0.0,22.84991962633567,35.2847676136194,1
abl1,abl1_active_000254,1,1,ok,-0.84,True,0.7567567567567568,1.621531069699251,4.619682095038353,2
abl1,abl1_active_000255,1,1,ok,-0.83,True,0.7027027027027027,1.7172234391598555,4.6234018785566136,2
abl1,abl1_active_000256,1,1,ok,-0.56,True,0.6756756756756757,1.8958632730236649,4.544703966686117,2
abl1,abl1_active_000257,1,1,ok,-1.11,True,0.8918918918918919,1.718327893622168,0.9612812893395676,1
abl1,abl1_active_000258,1,1,ok,0.08,True,0.8636363636363636,2.135619633736307,0.0657701135570702,0
