complex_name,protein_path,protein_sequence,ligand_description
wee1_active_000011,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000012,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000013,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c(Cl)c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000014,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c1n2C([H])([H])C([H])([H])n1c([H])nc([H])c1[H])C(=O)N([H])C3=O
wee1_active_000015,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c1n2C([H])([H])C([H])([H])n1c([H])c([H])[n+]([H])c1[H])C(=O)N([H])C3=O
wee1_active_000016,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000017,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000018,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c(Cl)c(-c2c([H])c3c([H])nc(N([H])c4c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c4[H])nc3n(C([H])([H])[H])c2=O)c1Cl
wee1_active_000019,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000020,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000021,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c1n2C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000022,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000023,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000024,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000025,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2oc3c([H])c(-c4c([H])c([H])c([H])c([H])c4Cl)c4c(c3c2c1[H])C(=O)N([H])C4=O
wee1_active_000026,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(Cl)c(-c2c([H])c3c([H])nc(N([H])c4c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C5([H])N=NN=N5)c([H])c4[H])nc3n(C([H])([H])[H])c2=O)c(Cl)c1[H]
wee1_active_000027,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(Cl)c(-c2c([H])c3c([H])nc(N([H])c4c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c4[H])nc3n(C([H])([H])[H])c2=O)c(Cl)c1[H]
wee1_active_000028,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([S@](=O)C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000029,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(-c2c3c(c4c5c([H])c([O-])c([S@](=O)C([H])([H])C([H])([H])C([H])([H])[N+]6([H])C([H])([H])C([H])([H])C([H])([H])C6([H])[H])c([H])c5n(C([H])([H])[H])c4c2[H])C(=O)N([H])C3=O)c(Cl)c1[H]
wee1_active_000030,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([S@@](=O)C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000031,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(-c2c3c(c4c5c([H])c([O-])c([S@@](=O)C([H])([H])C([H])([H])C([H])([H])[N+]6([H])C([H])([H])C([H])([H])C([H])([H])C6([H])[H])c([H])c5n(C([H])([H])[H])c4c2[H])C(=O)N([H])C3=O)c(Cl)c1[H]
wee1_active_000032,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C(=O)N([H])[H])C(=O)N([H])C3=O
wee1_active_000033,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(SC([H])([H])C([H])([H])C([H])([H])n2c([H])c([H])c([H])c2[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000034,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000035,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000036,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000037,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000038,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2oc3c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c4c(c3c2c1[H])C(=O)N([H])C4=O
wee1_active_000039,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000040,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(S(=O)(=O)N([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000041,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000042,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(-c2c3c(c4c5c([H])c([O-])c(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[N+]6([H])C([H])([H])C([H])([H])C([H])([H])C6([H])[H])c([H])c5n(C([H])([H])[H])c4c2[H])C(=O)N([H])C3=O)c(Cl)c1[H]
wee1_active_000043,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000044,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000045,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])O[H])C(=O)N([H])C3=O
wee1_active_000046,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])[S@](=O)n1nnc([H])c1[H])C(=O)N([H])C3=O
wee1_active_000047,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])[S@@](=O)n1nnc([H])c1[H])C(=O)N([H])C3=O
wee1_active_000048,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000049,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000050,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000051,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c(Cl)c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000052,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c(Cl)c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000053,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c(Cl)c(-c2c([H])c3c([H])nc(N([H])c4c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c4[H])nc3n(C([H])([H])[H])c2=O)c(Cl)c1[H]
wee1_active_000054,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c1n2C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000055,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c1n2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000056,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000057,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c(Cl)c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000058,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c(Cl)c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])C([H])([H])C(=O)n1c([H])nc([H])c1[H])C(=O)N([H])C3=O
wee1_active_000059,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c([H])c([H])c1n2C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000060,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c([H])c([H])c1n2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C(=O)N([H])C3=O
wee1_active_000061,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])n2c([H])c([H])c([H])c2[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000062,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(-c2c3c(c4c5c([H])c([O-])c(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])n6c([H])c([H])c([H])c6[H])c([H])c5n(C([H])([H])[H])c4c2[H])C(=O)N([H])C3=O)c(Cl)c1[H]
wee1_active_000063,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])nc([H])c([H])c4[H])c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000064,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])Sn1nnc([H])c1[H])C(=O)N([H])C3=O
wee1_active_000065,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4-c4c([H])c([H])c([H])c([H])c4[H])c([H])c1n2[H])C(=O)N([H])C3=O
wee1_active_000066,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c(Cl)c(-c2c([H])c3c([H])nc(N([H])c4c([H])c([H])c([H])c([H])c4[H])nc3n(C([H])([H])[H])c2=O)c1Cl
wee1_active_000067,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])n1c([H])nc([H])c1[H])C(=O)N([H])C3=O
wee1_active_000068,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])C([H])([H])n1c([H])c([H])[n+]([H])c1[H])C(=O)N([H])C3=O
wee1_active_000069,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
wee1_active_000070,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c(OC([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2c(c1[H])c1c3c(c(-c4c([H])c([H])c([H])c([H])c4Cl)c([H])c1n2C([H])([H])[H])C(=O)N([H])C3=O
