rank,ligand_id,label,score,ligand_dir,pose_path,status,d_center,d_min_pocket,n_contacts,min_protein_dist,clash_count,pocket_in,pocket_out_strong,clash_flag
11,abl1_active_000041,1,0.38,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000041,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000041/rank1.sdf,ok,1.443633882722563,2.091662611417051,64,2.091662611417051,0,True,False,False
12,abl1_active_000142,1,0.38,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000142,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000142/rank1.sdf,ok,2.079253410463872,2.68165557258944,86,2.68165557258944,0,True,False,False
13,abl1_active_000272,1,0.37,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000272,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000272/rank1.sdf,ok,0.711363599204317,2.952263323282663,56,2.952263323282663,0,True,False,False
14,abl1_active_000040,1,0.36,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000040,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000040/rank1.sdf,ok,0.8003172751964042,2.756774580918795,70,2.756774580918795,0,True,False,False
15,abl1_active_000120,1,0.34,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000120,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000120/rank1.sdf,ok,1.2435802296796055,2.039299357622613,72,2.039299357622613,0,True,False,False
16,abl1_active_000143,1,0.32,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000143,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000143/rank1.sdf,ok,1.8951640823389768,2.7234377723752,83,2.7234377723752,0,True,False,False
17,abl1_active_000045,1,0.31,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000045,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000045/rank1.sdf,ok,1.1051675797459743,2.965055739779607,58,2.965055739779607,0,True,False,False
18,abl1_active_000096,1,0.31,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000096,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000096/rank1.sdf,ok,3.357670873904605,2.6475963495215793,61,2.6475963495215793,0,True,False,False
19,abl1_active_000098,1,0.26,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000098,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000098/rank1.sdf,ok,2.1772028612481362,2.459002728750012,106,2.459002728750012,0,True,False,False
20,abl1_active_000095,1,0.25,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000095,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000095/rank1.sdf,ok,3.3400418972537227,2.7341083756866698,67,2.7341083756866698,0,True,False,False
21,abl1_active_000152,1,0.24,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000152,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000152/rank1.sdf,ok,0.6323692020916399,2.0089982528613617,68,2.0089982528613617,0,True,False,False
22,abl1_active_000071,1,0.22,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000071,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000071/rank1.sdf,ok,1.6992824175149155,2.7859464119038604,53,2.7859464119038604,0,True,False,False
23,abl1_active_000110,1,0.16,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000110,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000110/rank1.sdf,ok,1.0207622345363654,2.736155832550478,92,2.736155832550478,0,True,False,False
24,abl1_active_000248,1,0.14,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000248,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000248/rank1.sdf,ok,2.490783619242242,2.358638034968488,76,2.358638034968488,0,True,False,False
25,abl1_active_000097,1,0.13,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000097,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000097/rank1.sdf,ok,2.256089253586672,2.4832591125373926,114,2.4832591125373926,0,True,False,False
26,abl1_active_000153,1,0.12,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000153,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000153/rank1.sdf,ok,0.3470637469207517,2.5288948673284164,75,2.5288948673284164,0,True,False,False
27,abl1_active_000119,1,0.12,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000119,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000119/rank1.sdf,ok,1.4641094340103156,2.493204333784136,71,2.493204333784136,0,True,False,False
28,abl1_active_000249,1,0.12,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000249,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000249/rank1.sdf,ok,2.383028447627086,2.6468883882778274,87,2.6468883882778274,0,True,False,False
29,abl1_active_000172,1,0.11,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000172,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000172/rank1.sdf,ok,1.1842003138394959,2.316021696789562,68,2.316021696789562,0,True,False,False
30,abl1_active_000258,1,0.08,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000258,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000258/rank1.sdf,ok,0.06577011355707023,2.135619633736307,57,2.135619633736307,0,True,False,False
31,abl1_active_000252,1,0.05,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000252,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000252/rank1.sdf,ok,5.636725511853368,2.3058301303435167,65,2.3058301303435167,0,True,False,False
32,abl1_active_000088,1,0.04,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000088,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000088/rank1.sdf,ok,0.35881020517048096,2.338310349376233,76,2.338310349376233,0,True,False,False
33,abl1_active_000251,1,0.01,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000251,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000251/rank1.sdf,ok,5.586091438701877,2.384082148332979,66,2.384082148332979,0,True,False,False
34,abl1_active_000019,1,-0.0,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000019,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000019/rank1.sdf,ok,3.2678071944800964,2.432618186234741,109,2.432618186234741,0,True,False,False
35,abl1_active_000230,1,-0.02,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000230,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000230/rank1.sdf,ok,0.5695462663702325,2.3216464588735297,101,2.3216464588735297,0,True,False,False
36,abl1_active_000284,1,-0.04,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000284,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000284/rank1.sdf,ok,1.506144743243814,2.245873117520222,72,2.245873117520222,0,True,False,False
37,abl1_active_000013,1,-0.05,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000013,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000013/rank1.sdf,ok,0.6541692162753067,2.763679149250143,78,2.763679149250143,0,True,False,False
38,abl1_active_000269,1,-0.06,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000269,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000269/rank1.sdf,ok,1.7630222348000881,2.3273362240982705,105,2.3273362240982705,0,True,False,False
39,abl1_active_000054,1,-0.06,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000054,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000054/rank1.sdf,ok,1.00611198718074,2.567650823223437,101,2.567650823223437,0,True,False,False
40,abl1_active_000026,1,-0.06,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000026,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000026/rank1.sdf,ok,0.4841076049252828,1.9306622775617681,111,1.9306622775617681,1,True,False,False
41,abl1_active_000074,1,-0.06,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000074,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000074/rank1.sdf,ok,1.3256975840484444,1.1326194241668297,89,1.1326194241668297,4,True,False,True
42,abl1_active_000265,1,-0.07,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000265,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000265/rank1.sdf,ok,2.3738539138966064,2.820888842191412,71,2.820888842191412,0,True,False,False
43,abl1_active_000022,1,-0.08,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000022,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000022/rank1.sdf,ok,1.7960337167054006,2.124495754290886,77,2.124495754290886,0,True,False,False
44,abl1_active_000161,1,-0.08,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000161,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000161/rank1.sdf,ok,2.2997405154490425,2.329700961496989,88,2.329700961496989,0,True,False,False
45,abl1_active_000102,1,-0.09,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000102,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000102/rank1.sdf,ok,2.1801172364095427,2.646603818103494,82,2.646603818103494,0,True,False,False
46,abl1_active_000264,1,-0.12,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000264,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000264/rank1.sdf,ok,1.2418708597392185,2.582584308401179,85,2.582584308401179,0,True,False,False
47,abl1_active_000104,1,-0.13,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000104,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000104/rank1.sdf,ok,2.2430728097773764,2.614910564436191,82,2.614910564436191,0,True,False,False
48,abl1_active_000024,1,-0.13,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000024,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000024/rank1.sdf,ok,2.1981895175085877,2.025434380571239,88,2.025434380571239,0,True,False,False
49,abl1_active_000261,1,-0.14,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000261,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000261/rank1.sdf,ok,2.345536074358504,1.922726160949603,87,1.922726160949603,1,True,False,False
50,abl1_active_000101,1,-0.15,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000101,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000101/rank1.sdf,ok,2.2217194758722765,2.5541120042002854,93,2.5541120042002854,0,True,False,False
51,abl1_active_000081,1,-0.16,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000081,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000081/rank1.sdf,ok,1.1623244300228703,2.3638198408508226,80,2.3638198408508226,0,True,False,False
52,abl1_active_000014,1,-0.17,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000014,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000014/rank1.sdf,ok,1.3191593491641087,2.077688393383378,83,2.077688393383378,0,True,False,False
53,abl1_active_000032,1,-0.18,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000032,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000032/rank1.sdf,ok,0.6987078496077737,2.304018982126667,87,2.304018982126667,0,True,False,False
54,abl1_active_000103,1,-0.18,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000103,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000103/rank1.sdf,ok,2.2713412908339166,2.4786922862670955,84,2.4786922862670955,0,True,False,False
55,abl1_active_000229,1,-0.19,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000229,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000229/rank1.sdf,ok,1.8702826759229345,2.5188550375120817,87,2.5188550375120817,0,True,False,False
56,abl1_active_000023,1,-0.19,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000023,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000023/rank1.sdf,ok,2.127098829302087,1.678993820715253,88,1.678993820715253,1,True,False,False
57,abl1_active_000100,1,-0.2,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000100,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000100/rank1.sdf,ok,2.4336488125615094,2.7627155680598023,92,2.7627155680598023,0,True,False,False
58,abl1_active_000132,1,-0.2,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000132,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000132/rank1.sdf,ok,2.338962845961671,1.8063716339668305,92,1.8063716339668305,1,True,False,False
59,abl1_active_000221,1,-0.21,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000221,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000221/rank1.sdf,ok,2.404047758851843,2.5606730013806924,79,2.5606730013806924,0,True,False,False
60,abl1_active_000247,1,-0.22,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000247,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000247/rank1.sdf,ok,2.6427342627783457,2.310540391337056,87,2.310540391337056,0,True,False,False
61,abl1_active_000133,1,-0.22,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000133,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000133/rank1.sdf,ok,2.379266029505993,2.1735227489032622,90,2.1735227489032622,0,True,False,False
62,abl1_active_000260,1,-0.23,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000260,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000260/rank1.sdf,ok,2.282000453994199,1.719154681813129,82,1.719154681813129,1,True,False,False
63,abl1_active_000018,1,-0.27,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000018,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000018/rank1.sdf,ok,3.105454119298501,2.136949531458337,111,2.136949531458337,0,True,False,False
64,abl1_active_000211,1,-0.29,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000211,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000211/rank1.sdf,ok,2.2239208384600624,2.1898976528596035,68,2.1898976528596035,0,True,False,False
65,abl1_active_000262,1,-0.29,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000262,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000262/rank1.sdf,ok,0.964676721351343,2.0110251017826686,84,2.0110251017826686,0,True,False,False
66,abl1_active_000025,1,-0.31,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000025,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000025/rank1.sdf,ok,0.4117097818195032,1.8131143648429915,113,1.8131143648429915,1,True,False,False
67,abl1_active_000083,1,-0.35,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000083,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000083/rank1.sdf,ok,1.106407526425856,1.9019436058937178,111,1.9019436058937178,1,True,False,False
68,abl1_active_000109,1,-0.37,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000109,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000109/rank1.sdf,ok,1.2328703932279852,2.060150472659704,108,2.060150472659704,0,True,False,False
69,abl1_active_000007,1,-0.38,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000007,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000007/rank1.sdf,ok,0.6040760315970646,1.7923873297923067,119,1.7923873297923067,1,True,False,False
70,abl1_active_000051,1,-0.38,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000051,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000051/rank1.sdf,ok,1.5541421452553186,2.240822574413244,106,2.240822574413244,0,True,False,False
71,abl1_active_000242,1,-0.38,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000242,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000242/rank1.sdf,ok,1.1459354542144662,1.2008952868589327,96,1.2008952868589327,1,True,False,True
72,abl1_active_000009,1,-0.4,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000009,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000009/rank1.sdf,ok,3.680142236501416,2.1384593262440132,101,2.1384593262440132,0,True,False,False
73,abl1_active_000008,1,-0.41,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000008,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000008/rank1.sdf,ok,3.6428357390964012,2.4205449200541613,91,2.4205449200541613,0,True,False,False
74,abl1_active_000228,1,-0.41,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000228,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000228/rank1.sdf,ok,1.924517016746639,2.075311545286635,92,2.075311545286635,0,True,False,False
75,abl1_active_000123,1,-0.42,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000123,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000123/rank1.sdf,ok,1.7811871124902525,2.0617694584991804,97,2.0617694584991804,0,True,False,False
76,abl1_active_000147,1,-0.42,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000147,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000147/rank1.sdf,ok,2.315077386505289,1.9837708158958276,91,1.9837708158958276,1,True,False,False
77,abl1_active_000226,1,-0.43,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000226,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000226/rank1.sdf,ok,2.1000094611228346,2.112123703763584,85,2.112123703763584,0,True,False,False
78,abl1_active_000038,1,-0.44,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000038,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000038/rank1.sdf,ok,3.2966442374932523,1.8043687261754464,107,1.8043687261754464,1,True,False,False
79,abl1_active_000131,1,-0.45,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000131,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000131/rank1.sdf,ok,2.664482331214456,2.71012402114737,89,2.71012402114737,0,True,False,False
80,abl1_active_000139,1,-0.46,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000139,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000139/rank1.sdf,ok,3.7045489135777228,2.633101230488491,96,2.633101230488491,0,True,False,False
81,abl1_active_000148,1,-0.47,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000148,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000148/rank1.sdf,ok,2.4244701214559474,2.215729507408339,100,2.215729507408339,0,True,False,False
82,abl1_active_000225,1,-0.47,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000225,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000225/rank1.sdf,ok,2.4137001959884956,2.1447555315233484,123,2.1447555315233484,0,True,False,False
83,abl1_active_000105,1,-0.48,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000105,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000105/rank1.sdf,ok,1.2024522508465574,1.897243482002244,101,1.897243482002244,1,True,False,False
84,abl1_active_000280,1,-0.48,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000280,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000280/rank1.sdf,ok,3.010738837751466,1.7590866209484974,79,1.7590866209484974,1,True,False,False
85,abl1_active_000163,1,-0.48,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000163,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000163/rank1.sdf,ok,1.325436437618205,1.7138610620467463,88,1.7138610620467463,1,True,False,False
86,abl1_active_000285,1,-0.51,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000285,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000285/rank1.sdf,ok,1.0965686835850534,1.5702432773299813,83,1.5702432773299813,2,True,False,True
